,ReviewID,Page Type,Full Text,Rating,Segments
35568,35569,review,Green is a nice color for an apple watch. This is the fourth watch that I have purchased and they have all been great. This is no exception.,5,"['Green is a nice color for an apple watch .', 'This is the fourth watch', 'that I have purchased', 'and they have all been great . This', 'is no exception .']"
515,516,review,This watch after a few months stopped working and the replacement broke after a month. Purchased an Apple Watch later that works much better.,1,"['This watch after a few months stopped working', 'and the replacement', 'broke after a month .', 'Purchased an Apple Watch later', 'that works much better .']"
740,741,review,They sold me a Fitbit Charge 2 that isn't working properly and according to FitBit was in the secondary market and connected to other emails.,1,"['They sold me a Fitbit Charge 2', ""that is n't working properly"", 'and according to FitBit was in the secondary market', 'and connected to other emails .']"
1522,1523,review,Only had this Fitbit Charge 3 Fitness Activity Tracker for 2 months and it will no longer charge. Can't send it back because it pass 30 days.,1,"['Only had this Fitbit Charge 3 Fitness Activity Tracker for 2 months', 'and it will no longer charge .', ""Ca n't send it back"", 'because it pass 30 days .']"
1806,1807,review,"I already have the Garmin VENU, but wanted to try VivoActive because the description said it had the ability to RESPOND to texts...NOT TRUE!!",1,"['I already have the Garmin VENU ,', 'but wanted to try VivoActive', 'because the description said', 'it had the ability to RESPOND', 'to texts ... NOT TRUE ! !']"
2176,2177,review,"I like my Fitbit Versa 3 or should I say ""liked"". It use to hold a charge past 6 days. Now I can't get it to hold a charge past 24 hours 😒",1,"['I like my Fitbit Versa 3 or should I say', ""`` liked '' . It use to hold a charge past 6 days ."", ""Now I ca n't get it to hold a charge past 24 hours 😒""]"
2322,2323,review,"Compared to dr office device, Apple Watch and another portable device this one reads several percent low and measurements are not repeatable.",1,"['Compared to dr office device ,', 'Apple Watch and another portable device this one reads several percent low', 'and measurements are not repeatable .']"
3206,3207,review,Bought my wife an Apple watch after I bought this for myself. A month later I bought an Appl watch and this has been in the drawer ever since,2,"['Bought my wife an Apple watch', 'after I bought this for myself . A month', 'later I bought an Appl watch', 'and this has been in the drawer ever', 'since']"
3394,3395,review,"Didn't last very long. Purchased my Fitbit Charge 3 last February and it no longer works. Won't stay charged anymore, kind of a bummer…",2,"['Didn ' t last very long . Purchased my Fitbit Charge 3 last February', 'and it no longer works .', 'Won ' t stay charged anymore , kind of a bummer…']"
3976,3977,review,I purchased this for my Apple Watch but it really doesn't work for me. I personally do not use it so it was pretty much a waste of my money,3,"['I purchased this for my Apple Watch', 'but it really doesn ' t work for me .', 'I personally do not use it', 'so it was pretty much a waste of my money']"
4288,4289,review,It's a good concept. But no better than setting a reminder on your Apple Watch to remind you to stand up straight. Save yourself $80 dollars.,3,"[""It 's a good concept ."", 'But no better than setting a reminder on your Apple Watch to remind you to stand up straight .', 'Save yourself $ 80 dollars .']"
4305,4306,review,"The weather wouldn't sync, tells you you have a phone call, can read texts...Basically a fitbit that looks like an apple watch. Sent it back.",3,"[""The weather would n't sync ,"", 'tells', 'you you have a phone call ,', 'can read texts ...', 'Basically a fitbit', 'that looks like an apple watch .', 'Sent it back .']"
4748,4749,review,"Basic charge cable for Apple Watch. I always thought it cost more than it should, but that's on apple not beat buy. Works as promised though.",3,"['Basic charge cable for Apple Watch .', 'I always thought', 'it cost more than it should ,', ""but that 's on apple not beat buy . Works"", 'as promised though .']"
5064,5065,review,Exactly what I needed. Looks just like an Apple Watch. I wish it had the ability to share your GPS location (in real time) to your loved one.,3,"['Exactly what I needed .', 'Looks just like an Apple Watch .', 'I wish', 'it had the ability', 'to share your GPS location', '( in real time )', 'to your loved one .']"
5104,5105,review,Does not work with Apple Watch series 7 charger since there is no USB-C port on it. No where does it say it will not work with series 7 watch,3,"['Does not work with Apple Watch series 7 charger', 'since there is no USB-C port on it . No', 'where does it say', 'it will not work with series 7 watch']"
5896,5897,review,"I like this apple watch series 5. I was compared this one with SE, but I chose series 5 because of always on display. This was a good choice.",4,"['I like this apple watch series 5 .', 'I was compared this one with SE ,', 'but I chose series 5', 'because of always on display . This was a good choice .']"
6904,6905,review,"Nice and small. Fits into your pocket, yet plugs into USB port and is stable for keeping Apple Watch snug to charge. Good deal for the price.",4,"['Nice and small . Fits into your pocket , yet plugs into USB port', 'and is stable for keeping Apple Watch snug to charge . Good deal for the price .']"
7705,7706,review,I bought this attachment for the Apple Watch as a gift and it worked out well. I'd recommend this as it's at a good price and a good product.,4,"['I bought this attachment for the Apple Watch as a gift', 'and it worked out well .', ""I 'd recommend this"", ""as it 's at a good price and a good product .""]"
8036,8037,review,This was a gift for my grandson. He reports that he likes it as much as his Apple Watch! High praise for someone that writes apps for apple!!,4,"['This was a gift for my grandson .', 'He reports', 'that he likes it as much as his Apple Watch ! High praise for someone', 'that writes apps for apple ! !']"
8638,8639,review,Easy to use. would like to be a little smaller. I miss my samsung gear fit. I like that I can answer my calls on it when my phone is near by.,4,"['Easy to use . would like to be a little smaller .', 'I miss my samsung gear fit .', 'I like', 'that I can answer my calls on it', 'when my phone is near by .']"
8818,8819,review,I have both arthritis and carpal tunnel. Wear mostly at night. Very comfortable Helps relieve pain. Even fits well while wearing Apple watch.,4,"['I have both arthritis and carpal tunnel . Wear mostly at night .', 'Very comfortable Helps relieve pain .', 'Even fits well', 'while wearing Apple watch .']"
9280,9281,review,Man I love this watch. I bought this watch for the oxygen when panicking of shortness of breath during covid and upgraded from Apple Watch 3.,5,"['Man I love this watch .', 'I bought this watch for the oxygen', 'when panicking of shortness of breath during covid and upgraded from Apple Watch 3 .']"
9503,9504,review,"I love the Apple Watch , it has everything I need for my workouts . And it helps me a lot with my daily life. I love the Apple Watch so much.",5,"['I love the Apple Watch ,', 'it has everything I need for my workouts . And', 'it helps me a lot with my daily life .', 'I love the Apple Watch so much .']"
9593,9594,review,Easy to put on Apple Watch 6. The cut out around the crown allows it to be taken off and put on with easy. Screen use is not hindered at all.,5,"['Easy to put on Apple Watch 6 .', 'The cut out around the crown allows it to be taken off', 'and put on with easy .', 'Screen use is not hindered at all .']"
9858,9859,review,I'm pleased with my Apple Watch. I was first skeptical about getting one but now I'm wondering how I've been procrastinating getting it,5,"['I ' m pleased with my Apple Watch .', 'I was first skeptical about getting one', 'but', 'now I ' m wondering', 'how I ' ve been procrastinating getting it']"
10100,10101,review,"Got this for my Daughter's 8th Birthday. This was the safest and closest thing to an apple watch so she was happy. Basic, cute, and sturdy.",5,"['Got this for my Daughter ' s 8th Birthday . This was the safest and closest thing to an apple watch', 'so she was happy . Basic , cute , and sturdy .']"
10210,10211,review,I love that the Apple Watch 6 tracks everything. It is better than any Apple Watch I have owned. I also love that it is in my favorite color.,5,"['I love', 'that the Apple Watch 6 tracks everything .', 'It is better than any Apple Watch I have owned .', 'I also love', 'that it is in my favorite color .']"
10431,10432,review,Very practical and useful to hold my apple watch and phone while charging. I looks more organized than just sitting on the desk in my office.,5,"['Very practical and useful to hold my apple watch and phone', 'while charging .', 'I looks more organized than just sitting on the desk in my office .']"
11276,11277,review,Loving my Apple Watch. Got it on sale with additional rewards that i had. Loving bestbuys rewards and being able to apply it to my purchases.,5,"['Loving my Apple Watch . Got it on sale with additional rewards', 'that i had . Loving bestbuys rewards', 'and being able to apply it to my purchases .']"
11289,11290,review,Not bad at all works perfectly fine for me. It's not the newest but I like it. Save some money Easy setup it's my first Apple Watch I love it,5,"['Not bad at all works perfectly fine for me .', ""It 's not the newest but I like it ."", 'Save some money Easy setup', ""it 's my first Apple Watch"", 'I love it']"
11463,11464,review,This is my second apple watch. I first had the 1 and just now upgraded to this one. Its much faster and there are so many more great features,5,"['This is my second apple watch .', 'I first had the 1', 'and just now upgraded to this one . Its much faster', 'and there are so many more great features']"
11541,11542,review,I purchased this for my Apple Watch SE! Looks very clean and smooth! Doesn't look fake and plastic! Mine hasn't turn yellow or scratched yet!,5,"['I purchased this for my Apple Watch SE ! Looks very clean and smooth !', ""Does n't look fake and plastic ! Mine has n't turn yellow or scratched yet !""]"
11570,11571,review,"Samsung has the right middle ground here. Battery life is above average, sensors are equal to Apple Watch. Good performance, solid app store.",5,"['Samsung has the right middle ground here .', 'Battery life is above average ,', 'sensors are equal to Apple Watch . Good performance , solid app store .']"
11926,11927,review,My son absolutely loves his watch. He's been wanting a apple watch for a few years now. So happy that I was happy to find it on sale for him.,5,"['My son absolutely loves his watch .', ""He 's been wanting a apple watch for a few years now ."", 'So happy', 'that I was happy to find it on sale for him .']"
12479,12480,review,A gift fir my wife and she loves it. Thought she would say “But I wanted an Apple Watch “ but that did not happen. It is light and sleek.,5,"['A gift fir my wife', 'and she loves it . Thought', 'she would say', '“ But I wanted an Apple Watch “', 'but that did not happen .', 'It is light and sleek .']"
12659,12660,review,Best apple watch.i gave already 5 rating.i bought it new year time.it was good price .i wear every day .\nIt's have good functions. I like it,5,"['Best apple watch.i gave already 5 rating.i bought', ""it new year time.it was good price .i wear every day .\\nIt 's have good functions ."", 'I like it']"
14371,14372,review,"I would recommend this watch, especially if you are not trying to spend big bucks on an Apple Watch. It's definitely made of great quality.",5,"['I would recommend this watch ,', 'especially if you are not trying to spend big bucks on an Apple Watch .', 'It ' s definitely made of great quality .']"
14506,14507,review,I love this computer! It is easy to use and set up right out of the box. I love that I can unlock it with the Touch ID or with my Apple watch,5,"['I love this computer !', 'It is easy to use', 'and set up right out of the box .', 'I love', 'that I can unlock it with the Touch ID or with my Apple watch']"
14709,14710,review,My first Apple Watch had broken. I loved it so much that I had to purchase another one. I love Best Buy. They have everything you might need!,5,"['My first Apple Watch had broken .', 'I loved it so much', 'that I had to purchase another one .', 'I love Best Buy .', 'They have everything', 'you might need !']"
15123,15124,review,"I switched to the Fitbit versa 3 from the Fitbit charge 2 and have absolutely no regrets. I love my versa 3, it does everything I want it to!",5,"['I switched to the Fitbit versa 3 from the Fitbit charge 2', 'and have absolutely no regrets .', 'I love my versa 3 ,', 'it does everything I want it to !']"
15289,15290,review,Bought this for my wife and she loves it. Does everything Apple watch does and more- for a fraction of the price! Would definitely recommend!,5,"['Bought this for my wife', 'and she loves it .', 'Does everything Apple watch does and more- for a fraction of the price !', 'Would definitely recommend !']"
15609,15610,review,I love my watch it is a great buy it resembles the fitbit versa 2 it is a very cute watch to have gotten so many compliments about this watch,5,"['I love my watch', 'it is a great buy', 'it resembles the fitbit versa 2 it is a very cute watch', 'to have gotten so many compliments about this watch']"
15752,15753,review,I have enjoyed my watch! My FitBit died and I couldn't decide whether to get a new FitBit or this watch....So glad I decided on Apple Watch!!,5,"['I have enjoyed my watch ! My FitBit died', ""and I could n't decide whether to get a new FitBit or this watch ...."", 'So glad I decided on Apple Watch ! !']"
15949,15950,review,The Apple Watch Series 3 is absolutely the greatest value out there. This was a birthday gift for my 15 year old son. He absolutely loves it.,5,"['The Apple Watch Series 3 is absolutely the greatest value out there .', 'This was a birthday gift for my 15 year old son .', 'He absolutely loves it .']"
16037,16038,review,It's easy to set up and to use. It's stylish as well. This is the second Apple Watch I have owned. The first one was passed down to my niece.,5,"[""It 's easy to set up and to use ."", ""It 's stylish as well . This is the second Apple Watch"", 'I have owned .', 'The first one was passed down to my niece .']"
16140,16141,review,"I had an older Apple Watch and replaced it with this one. Smaller, better, faster, more features, it is a great upgrade for me. Thanks Apple!",5,"['I had an older Apple Watch', 'and replaced it with this one . Smaller ,', 'better , faster , more features ,', 'it is a great upgrade for me . Thanks Apple !']"
16400,16401,review,"Price is a bit steep, but a beautiful addition to my all black apple watch. Smooth, comfortable, easy to put on/take off, secure and stylish!",5,"['Price is a bit steep , but a beautiful addition to my all black apple watch . Smooth , comfortable , easy to put on/take off , secure and stylish !']"
16625,16626,review,There's nothing to dislike about my Fitbit Charge 3. I was see it every day and I like the way it gently reminds me to stay active all day.,5,"['There ' s nothing to dislike about my Fitbit Charge 3 .', 'I was see it every day', 'and I like the way', 'it gently reminds me to stay active all day .']"
16817,16818,review,My first Apple Watch I love it. Easy to use and very useful. I recommend it to everyone! The price is affordable and the quality is excellent,5,"['My first Apple Watch I love it . Easy', 'to use and very useful .', 'I recommend it to everyone !', 'The price is affordable', 'and the quality is excellent']"
16976,16977,review,The Fitbit Inspire is much easier for me to wear than the bracelet style trackers. It's great for counting my steps and keeping me motivated!,5,"['The Fitbit Inspire is much easier for me to wear than the bracelet style trackers .', ""It 's great for counting my steps"", 'and keeping me motivated !']"
17176,17177,review,"I got this mainly for fitness tracking for walking. It works well, not as fancy as the apple watch but it is very nice for what I need it for",5,"['I got this mainly for fitness tracking for walking .', 'It works well ,', 'not as fancy as the apple watch', 'but it is very nice', 'for what', 'I need it for']"
17507,17508,review,i never thought i would use a watch. but it's a meed now everyday i use it & it comes in handy big times! recommend i love my apple watch!!,5,"['i never thought', 'i would use a watch .', 'but it ' s a meed now everyday i use it & it comes in handy big times !', 'recommend i love my apple watch ! !']"
18090,18091,review,"I bought this for my daughter to replace her Apple Watch 3. It's much faster, works great on her runs and does what she needs. She loving it.",5,"['I bought this for my daughter', 'to replace her Apple Watch 3 .', ""It 's much faster , works great on her runs"", 'and does what she needs .', 'She loving it .']"
18292,18293,review,I love the new Apple Watch. It's big enough that I can see the screen. It's worth the price and it's different from the old Apple Watch,5,"['I love the new Apple Watch .', 'It ' s big enough', 'that I can see the screen .', 'It ' s worth the price', 'and it ' s different from the old Apple Watch']"
18320,18321,review,This bumper was fun to use and protected my Apple Watch!! I will definitely use again!! And I would recommend to anyone looking for a bumper.,5,"['This bumper was fun to use and protected my Apple Watch ! !', 'I will definitely use again ! !', 'And I would recommend to anyone looking for a bumper .']"
18916,18917,review,I wanted to get a Apple Watch that was just enough for a teenager. This watch is excellent and great for my teen. Would definitely recommend.,5,"['I wanted to get a Apple Watch', 'that was just enough for a teenager .', 'This watch is excellent and great for my teen . Would definitely recommend .']"
18990,18991,review,Very good watch for the price it's not an Apple Watch or Samsung Galaxy watch but it's really good for the money you spend highly recommended,5,"['Very good watch for the price', ""it 's not an Apple Watch or Samsung Galaxy watch"", ""but it 's really good for the money"", 'you spend', 'highly recommended']"
19221,19222,review,Great stand for Apple Watch. I plug it into my nomad base station. Less clutter. No more losing my watch charger behind the nightstand! Haha.,5,"['Great stand for Apple Watch .', 'I plug it into my nomad base station . Less clutter .', 'No more losing my watch charger behind the nightstand ! Haha .']"
19621,19622,review,"I absolutely love my Apple Watch and it was an amazing purchase. So much that I am able to do in it, even with it not being a cellular watch!",5,"['I absolutely love my Apple Watch', 'and it was an amazing purchase .', 'So much', 'that I am able to do in it ,', 'even with it not being a cellular watch !']"
20445,20446,review,This worked exactly as described. I've compared the results with an Apple Watch and medical equipment and they are all within a percentage.,5,"['This worked exactly as described .', 'I ' ve compared the results with an Apple Watch and medical equipment', 'and they are all within a percentage .']"
21904,21905,review,I've been wanting a watch for awhile. I was contemplating on getting the Apple Watch but I love the purchase. It's sleek and easy to use.,5,"['I ' ve been wanting a watch for awhile .', 'I was contemplating on getting the Apple Watch', 'but I love the purchase . It ' s sleek and easy to use .']"
22298,22299,review,We love our lock! It's so handy. I can use the app on my Apple Watch which is really handy when I'm out with my grandson in the stroller.,5,"['We love our lock !', 'It ' s so handy .', 'I can use the app on my Apple Watch', 'which is really handy', 'when I ' m out with my grandson in the stroller .']"
22649,22650,review,Love the Apple Watch ⌚️- I upgrade from the 3 and the 6 is fast and long battery life! I prefer it to all the other smart watch options !,5,"['Love the Apple Watch ⌚️- I upgrade from the 3', 'and the 6 is fast and long battery life !', 'I prefer it to all the other smart watch options !']"
22652,22653,review,I gave the Apple Watch to my wife as a gift. She loved it and has repeatedly told me how much she enjoys it. I would definitely buy it again.,5,"['I gave the Apple Watch to my wife as a gift .', 'She loved it', 'and has repeatedly told me', 'how much she enjoys it .', 'I would definitely buy it again .']"
22675,22676,review,"Better than the Samsung Galaxy watch active. I had to replace the strap due to allergic reaction though. But,in general the watch is awesome.",5,"['Better than the Samsung Galaxy watch active .', 'I had to replace the strap due to allergic reaction though . But ,', 'in general the watch is awesome .']"
23086,23087,review,The Apple watch is great! Allows all current updates and the battery lasts all day! Great for tracking workouts and steps throughout the day!,5,"['The Apple watch is great !', 'Allows all current updates and the battery lasts all day !', 'Great for tracking workouts and steps throughout the day !']"
23422,23423,review,I love my versa Fitbit! So far I have lost 10 pounds. My Fitbit makes working out fun and more interesting. Much better than the Apple Watch.,5,"['I love my versa Fitbit !', 'So far I have lost 10 pounds .', 'My Fitbit makes working out fun and more interesting .', 'Much better than the Apple Watch .']"
24060,24061,review,Bought this for my niece. She's too young for an expensive Apple Watch. She loves pink and was excited to get this. Hopefully it works well,5,"['Bought this for my niece . She ' s too young for an expensive Apple Watch .', 'She loves pink', 'and was excited to get this . Hopefully', 'it works well']"
24912,24913,review,If you are going to spend the amount of money you do for an Apple Watch It only makes sense to spend a little more to protect the watch face.,5,"['If you are going to spend the amount of money', 'you do for an Apple Watch', 'It', 'only makes sense', 'to spend a little more to protect the watch face .']"
25012,25013,review,I love my new apple watch series 3. Holds up charge pretty well. I was debating to get this one or the fitbit. I am so glad I chose this one.,5,"['I love my new apple watch series 3 . Holds up charge pretty well .', 'I was debating to get this one or the fitbit .', 'I am', 'so glad I chose this one .']"
25348,25349,review,"I recently got a Stainless Steel Apple Watch Series 5, I wanted a light colored sport loop for the summer and this one was the perfect color.",5,"['I recently got a Stainless Steel Apple Watch Series 5 ,', 'I wanted a light colored sport loop for the summer', 'and this one was the perfect color .']"
25463,25464,review,"I have come to rely on my Apple Watch. So, when my Series 2 had a broken screen, I wanted a replacement fast. I had this watch within 48 hrs.",5,"['I have come to rely on my Apple Watch . So ,', 'when my Series 2 had a broken screen ,', 'I wanted a replacement fast .', 'I had this watch within 48 hrs .']"
25827,25828,review,No more fishing around on the ground by my bed for the Apple Watch or phone charger. Also use them in the office to redirect unsightly cords.,5,"['No more fishing around on the ground by my bed for the Apple Watch or phone charger .', 'Also use them in the office to redirect unsightly cords .']"
26145,26146,review,"Not a single doubt, Apple Watch is always edge over others smart watch in market Best combination with Apple phone Track each step accurately",5,"['Not a single doubt , Apple Watch is always edge over others smart watch in market Best combination with Apple phone Track each step', 'accurately']"
26406,26407,review,"Love the this Apple Watch band. It works better for me when I'm working out. And if it gets to dirty, I can throw it in the washer machine.",5,"['Love the this Apple Watch band .', 'It works better for me', 'when I ' m working out . And', 'if it gets to dirty ,', 'I can throw it in the washer machine .']"
26410,26411,review,This is my third upgrade on my Apple Watch. I really enjoy the features and the family members I pass my old one to think I'm the greatest.,5,"['This is my third upgrade on my Apple Watch .', 'I really enjoy the features', 'and the family members I pass my old one to think', 'I ' m the greatest .']"
26528,26529,review,Apple Watch Series 4 (GPS + Cellular) 44mm Space Gray Aluminum Case with Black Sport Band - Space Gray Aluminum Happy owner of apple products,5,"['Apple Watch Series 4', '( GPS + Cellular )', '44mm Space Gray Aluminum Case with Black Sport Band - Space Gray Aluminum Happy owner of apple products']"
26563,26564,review,"This is my second Apple Watch and itI keeps getting better, great for every day use; only downside is the battery must be charged every night",5,"['This is my second Apple Watch', 'and itI keeps getting better , great for every day use ;', 'only downside is the battery must be charged every night']"
26661,26662,review,My husband needed a new band for his Fitbit Charge 2. He wanted one that was more breathable. This band has been comfortable and works great.,5,"['My husband needed a new band for his Fitbit Charge 2 .', 'He wanted one', 'that was more breathable .', 'This band has been comfortable and works great .']"
26667,26668,review,I've had this watch for about a week and just love it! I switched from a Fitbit charge 3 to this and it was a complete upgrade! Super happy,5,"['I ' ve had this watch for about a week', 'and just love it ! I switched from a Fitbit charge 3 to this', 'and it was a complete upgrade ! Super happy']"
26672,26673,review,I waited a long time to buy an Apple watch and am very pleased with it. It does so much more than I thought it would. Love the exercise apps!,5,"['I waited a long time', 'to buy an Apple watch', 'and am very pleased with it .', 'It does so much more', 'than I thought', 'it would . Love the exercise apps !']"
26767,26768,review,This watch band fits my apple watch so well & fits well on my wrist too. It keeps my watch in place with no slippage. I've enjoyed having it.,5,"['This watch band fits my apple watch so well & fits well on my wrist too .', 'It keeps my watch in place with no slippage .', ""I 've enjoyed having it .""]"
27945,27946,review,"I have purchased many bands. These are by far the BEST for durability, comfort, and ease of changing on my Fitbit Charge 3. Highly recommend.",5,"['I have purchased many bands .', 'These are by far the BEST for durability , comfort ,', 'and ease of changing on my Fitbit Charge 3 . Highly recommend .']"
28417,28418,review,Love this Apple Watch! Bought for a family member after having the same watch myself. Can't say enough great things about it for the price!,5,"['Love this Apple Watch ! Bought for a family member', 'after having the same watch myself .', 'Can ' t say', 'enough great things', 'about it for the price !']"
29384,29385,review,I purchased this band for my Apple Watch and love it. Super easy to switch out this durable band. I would recommend this and buy more colors.,5,"['I purchased this band for my Apple Watch', 'and love it . Super easy to switch out this durable band .', 'I would recommend this and buy more colors .']"
29833,29834,review,Really nice watch band. It feels cool to the touch and smooth. Fits really well and looks great with my Apple Watch. Easy to install and use.,5,"['Really nice watch band . It feels cool to the touch and smooth .', 'Fits really well', 'and looks great with my Apple Watch . Easy', 'to install and use .']"
29972,29973,review,Apple Watch purchased for my college student. Love that it captures physical activity with accuracy. Works great and never had a single issue,5,"['Apple Watch purchased for my college student .', 'Love that it captures physical activity with accuracy . Works great', 'and never had a single issue']"
30098,30099,review,"new to apple watch and loved that i can switch out bands, this band is very durable and love that it'll best buy carries a variety of them!",5,"['new to apple watch', 'and loved', 'that i can switch out bands ,', 'this band is very durable and love', 'that it ' ll best buy carries a variety of them !']"
30103,30104,review,Fitbit - Versa 2 Smartwatch 40mm Aluminum - Black/Carbon with Silicone Band\n\nexcellent watch for the price point. step count very accurate.,5,"['Fitbit - Versa 2 Smartwatch 40mm Aluminum - Black/Carbon with Silicone Band\\n\\nexcellent watch for the price point .', 'step count very accurate .']"
30505,30506,review,"I liked it a lot, my previous band was broken and I was unable to use my Fitbit charge 2 for several months. Will buy in other colors as well",5,"['I liked it a lot ,', 'my previous band was broken', 'and I was unable to use my Fitbit charge 2 for several months . Will buy in other colors as well']"
31514,31515,review,I went into the store looking for an apple watch band but bought this instead and it turned out to be a solid purchase! Awesome watch band!!!,5,"['I went into the store', 'looking for an apple watch band', 'but bought this instead', 'and it turned out to be a solid purchase !', 'Awesome watch band ! ! !']"
31755,31756,review,"I ordered a second charging cable to keep at work, always good to have a spare. Love how easy it is to recharge my Apple Watch! Thanks Apple.",5,"['I ordered a second charging cable', 'to keep at work ,', 'always good to have a spare .', 'Love how easy it is to recharge my Apple Watch ! Thanks Apple .']"
31955,31956,review,Nice watch band makes the Apple Watch look way cooler. I got it with my back Apple Watch and it still looks good no need for the silver watch,5,"['Nice watch band makes the Apple Watch look way cooler .', 'I got it with my back Apple Watch', 'and it still looks good no need for the silver watch']"
32365,32366,review,"I love the product so much I've never had any problem with the charge series. They always last me a long time, fitbit over Apple Watch anyday",5,"['I love the product so much', ""I 've never had any problem with the charge series ."", 'They always last me a long time , fitbit over Apple Watch anyday']"
32382,32383,review,"Best Apple Watch out there. Very durable, informative and just all around a great watch. Happy I decided to purchase this one to replace my 3",5,"['Best Apple Watch out there . Very durable , informative and just all around a great watch .', 'Happy I decided to purchase this one', 'to replace my 3']"
32933,32934,review,"Apple watch 6 is amazing The blue color band is perfect, the face size is amazing , the health app that measures my exercise and Bp everyday.",5,"['Apple watch 6 is amazing The blue color', 'band is perfect ,', 'the face size is amazing , the health app', 'that measures my exercise and Bp everyday .']"
33043,33044,review,I find that this is a great way to track my rowing - on the water and on the rowing machine (erg). Much longer battery life than Apple Watch.,5,"['I find', 'that this is a great way', 'to track my rowing - on the water and on the rowing machine', '( erg ) .', 'Much longer battery life than Apple Watch .']"
33543,33544,review,"Nice way to make your Apple watch look a little classier. I use this when going out to nice events, and kept the sports band for other times.",5,"['Nice way', 'to make your Apple watch look a little classier .', 'I use this', 'when going out to nice events ,', 'and kept the sports band for other times .']"
34406,34407,review,"Loved the price compared to the other Apple Watches. Even though it was a previous Generation, still has the same functions in an Apple Watch",5,"['Loved the price', 'compared to the other Apple Watches .', 'Even', 'though it was a previous Generation ,', 'still has the same functions in an Apple Watch']"
35049,35050,review,Apple Watch 7 is easy to use. It is the first Apple watch I have owned. I love being able to answer calls without having to dig for my phone.,5,"['Apple Watch 7 is easy to use .', 'It is the first Apple watch I have owned .', 'I love being able to answer calls', 'without having to dig for my phone .']"
35413,35414,review,This was the answer to a original sweaty band on my Apple Watch… comfortable and easy on and off…. Definitely the band of choice for me!!,5,['This was the answer to a original sweaty band on my Apple Watch… comfortable and easy on and off… . Definitely the band of choice for me ! !']
437,438,review,"Fits too tightly on the fitbit charge 2 and doesn't come off reasonably, which is consistent with all bands I've tried from this brand so far.",1,"['Fits too tightly on the fitbit charge 2', ""and does n't come off reasonably ,"", 'which is consistent with all bands', ""I 've tried from this brand so far .""]"
1387,1388,review,I bought this to protect my apple watch. It was hard to tell when it was properly on the watch face and ended up coming off. Do not recommend.,1,"['I bought this', 'to protect my apple watch .', 'It was hard to tell', 'when it was properly on the watch face', 'and ended up coming off .', 'Do not recommend .']"
3045,3046,review,I found this expensive and not a better quality than cheap ones off Amazon. Inevitably it failed an I went back to the Apple Watch wrist band.,2,"['I found this expensive and not a better quality than cheap ones off Amazon . Inevitably', 'it failed an I went back to the Apple Watch wrist band .']"
3994,3995,review,"So far so good. Try not to let your Apple watch depleted of charge, otherwise, it is a slow process to charge it back up with this power bank.",3,"['So far so good .', 'Try not to let your Apple watch depleted of charge , otherwise ,', 'it is a slow process', 'to charge', 'it back up with this power bank .']"
5739,5740,review,"I loved this fit bit, but the screen cracked very quickly even with a case. I upgraded to the Fitbit versa lite and haven't been disappointed.",4,"['I loved this fit bit ,', 'but the screen cracked very quickly even with a case .', 'I upgraded to the Fitbit versa lite', ""and have n't been disappointed .""]"
5823,5824,review,Good watch works great with galaxy phone. It doesn't have the same ease of use as the Apple Watch but it's the best watch for Samsung devices.,4,"['Good watch works great with galaxy phone .', ""It does n't have the same ease of use as the Apple Watch"", ""but it 's the best watch for Samsung devices .""]"
5952,5953,review,Love my apple watch! It is very comfortable to wear and easy to adapt and make changes to the screen. Also like that I can track sleep cycles.,4,"['Love my apple watch ! It is very comfortable to wear and easy to adapt and make changes to the screen .', 'Also like', 'that I can track sleep cycles .']"
6194,6195,review,This Fitbit is a replacement for Fitbit Versa which lasted only a little over a year which replaced another which lasted only about 18 Months.,4,"['This Fitbit is a replacement for Fitbit Versa', 'which lasted only a little over a year', 'which replaced another', 'which lasted only about 18 Months .']"
8114,8115,review,"I am slowly replacing my old outlets with the USB outlets in the home, this works fine to charge phone or apple watch, charging is slow though",4,"['I am slowly replacing my old outlets with the USB outlets in the home ,', 'this works fine to charge phone or apple watch ,', 'charging is slow though']"
8191,8192,review,Great fit for the Apple Watch. I do have a spot that lifted from catching on some thing and it shows. Can't fix it but otherwise item is great,4,"['Great fit for the Apple Watch . I do have a spot', 'that lifted from catching on some thing', ""and it shows . Ca n't fix it"", 'but otherwise item is great']"
8527,8528,review,"Good Apple Watch happy with purchase, bought to replace old one. Old one had no physical issues but just wasn't holding charge long anymore.",4,"['Good Apple Watch happy with purchase ,', 'bought to replace old one .', 'Old one had no physical issues', 'but just wasn ' t holding charge long anymore .']"
9022,9023,review,This was a gift to upgrade my wife's Apple watch which she has enjoyed and uses it to track her exercise. The newer watch has more features.,5,"['This was a gift', 'to upgrade my wife ' s Apple watch', 'which she has enjoyed', 'and uses it', 'to track her exercise .', 'The newer watch has more features .']"
9570,9571,review,Updated my Apple Watch and very satisfied with purchase and customer service. Actually went back to the store and bought a 2nd one for myself.,5,"['Updated my Apple Watch', 'and very satisfied with purchase and customer service .', 'Actually went back to the store', 'and bought a 2nd one for myself .']"
9623,9624,review,My first edition Apple Watch finally died so I decided to get a new one. Absolutely love the 6th generation. Love the rose gold color as well.,5,"['My first edition Apple Watch finally died', 'so I decided to get a new one . Absolutely love the 6th generation .', 'Love the rose gold color as well .']"
