,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
144,23075,23076,review,love my apple watch! best purchase i\u2019ve made this year by far.,5,"""love my apple watch !', 'best purchase i've made this year by far .""","`` love my apple watch ! ' , 'best purchase i 've made this year by far . ''",0,0,0,0,0,0,0,0,0
145,23151,23152,review,this series 5 is my first apple watch. so glad i purchased it.,5,"""this series 5 is my first apple watch .', 'so glad i purchased it .""","`` this series 5 is my first apple watch . ' , 'so glad i purchased it . ''",0,0,0,0,0,0,0,0,0
148,23722,23723,review,one of the better colorways that nike makes for the apple watch.,5,"""one of the better colorways', 'that nike make for the apple watch .""","`` one of the better colorways ' , 'that nike make for the apple watch . ''",0,0,0,0,0,0,0,0,0
151,24255,24256,review,the apple watch is a great item that has a tremendous amount of features.,5,"""the apple watch is a great item', 'that ha a tremendous amount of .""","`` the apple watch is a great item ' , 'that ha a tremendous amount of . ''",0,0,0,0,0,0,0,0,0
152,24269,24270,review,new and shiny! works like a charm to charge my apple watch.,5,"""new and shiny !', 'works like a charm', 'to charge my apple watch .""","`` new and shiny ! ' , 'works like a charm ' , 'to charge my apple watch . ''",0,0,0,0,0,0,0,1,0
153,24492,24493,review,live the new phone and apple watch. really enjoy the technology,5,"""live the new phone and apple watch .', 'really enjoy the technology""","`` live the new phone and apple watch . ' , 'really enjoy the technology ''",1,0,0,0,0,0,0,0,0
154,24587,24588,review,apple watch was a gift and she loved it l. it was a replacement,5,"""apple watch wa a gift', 'and she loved', 'it l. it wa a replacement""","`` apple watch wa a gift ' , 'and she loved ' , 'it l. it wa a replacement ''",0,0,0,0,0,0,0,0,0
155,24761,24762,review,looks great and fantastic... very good option for your apple watch,5,"""looks great and fantastic ... very good option for your apple watch""",`` look great and fantastic ... very good option for your apple watch '',0,0,0,0,1,0,0,0,0
156,24892,24893,review,a great way to protect your valuable apple watch at a great price!,5,"""a great way to protect your valuable apple watch at a great price !""",`` a great way to protect your valuable apple watch at a great price ! '',0,0,0,0,0,1,0,0,0
157,24898,24899,review,my wife loves her apple watch. it definitely makes a great gift.,5,"""my wife love her apple watch .', 'it definitely make a great gift .""","`` my wife love her apple watch . ' , 'it definitely make a great gift . ''",0,0,0,0,0,0,0,0,0
159,25034,25035,review,perfect fit for my apple watch. nice color and easy to attach.,5,"""perfect fit for my apple watch .', 'nice color and easy to attach .""","`` perfect fit for my apple watch . ' , 'nice color and easy to attach . ''",0,0,0,1,1,0,0,0,0
160,25098,25099,review,my second apple watch love it! it\u2019s the perfect workout buddy!,5,"""my second apple watch love it !', 'it's the perfect workout buddy !""","`` my second apple watch love it ! ' , 'it 's the perfect workout buddy ! ''",0,0,0,0,0,0,0,0,0
161,25100,25101,review,this is my 2nd apple watch. wear it everyday. great product,5,"""this is my 2nd apple watch .', 'wear it everyday .', 'great product""","`` this is my 2nd apple watch . ' , 'wear it everyday . ' , 'great product ''",0,0,0,0,0,0,0,0,0
162,25362,25363,review,this apple watch is amazing and worth the price! i love it!,5,"""this apple watch is amazing', 'and worth the price !', 'i love it !""","`` this apple watch is amazing ' , 'and worth the price ! ' , ' i love it ! ''",0,0,0,0,0,1,0,0,0
163,25692,25693,review,i updated an older version of the apple watch. i like the new features.,5,"""i updated an older version of the apple watch .', 'i like the new .""","`` i updated an older version of the apple watch . ' , ' i like the new . ''",0,0,0,0,0,0,0,0,0
164,25994,25995,review,absolutely love it and it's a quarter of what a apple watch costs,5,"""absolutely love it', 'and it's a quarter of what a apple watch cost""","`` absolutely love it ' , 'and it 's a quarter of what a apple watch cost ''",0,0,0,0,0,0,0,0,0
165,26028,26029,review,i like it. it's a good alternative to a fitbit or a apple watch,5,"""i like it .', 'it's a good alternative to a fitbit or a apple watch""","`` i like it . ' , 'it 's a good alternative to a fitbit or a apple watch ''",0,0,0,0,0,0,0,0,0
166,26109,26110,review,i love my apple watch. it's very easy to operate with the app.,5,"""i love my apple watch .', 'it's very easy to operate with the app .""","`` i love my apple watch . ' , 'it 's very easy to operate with the app . ''",0,0,0,1,0,0,0,0,0
167,26121,26122,review,the strap fits perfectly on the apple watch and feels nice to wear,5,"""the strap fit perfectly on the apple watch', 'and feel nice to wear""","`` the strap fit perfectly on the apple watch ' , 'and feel nice to wear ''",0,0,0,0,0,0,0,0,0
168,26196,26197,review,i love my apple watch. it\u2019s very easy to operate with the app.,5,"""i love my apple watch .', 'it's very easy to operate with the app .""","`` i love my apple watch . ' , 'it 's very easy to operate with the app . ''",0,0,0,1,0,0,0,0,0
169,26412,26413,review,very pleased with the apple watch purchase. i would recommend.,5,"""very pleased with the apple watch purchase .', 'i would recommend .""","`` very pleased with the apple watch purchase . ' , ' i would recommend . ''",0,0,0,0,0,0,0,0,0
170,26479,26480,review,"love my apple watch, it's very easy to use and it comes in handy",5,"""love my apple watch , it's very easy to use', 'and it come in handy""","`` love my apple watch , it 's very easy to use ' , 'and it come in handy ''",0,0,0,1,0,0,0,0,0
171,26568,26569,review,"love my apple watch, it\u2019s very easy to use and it comes in handy",5,"""love my apple watch , it's very easy to use', 'and it come in handy""","`` love my apple watch , it 's very easy to use ' , 'and it come in handy ''",0,0,0,1,0,0,0,0,0
172,26764,26765,review,great quality and love the look. i can easily dress up my apple watch.,5,"""great and love the look .', 'i can easily dress up my apple watch .""","`` great and love the look . ' , ' i can easily dress up my apple watch . ''",0,0,0,0,1,0,0,0,0
173,27189,27190,review,it will make your apple watch stand out . comfortable and classy,5,"""it will make your apple watch stand out .', 'comfortable and classy""","`` it will make your apple watch stand out . ' , 'comfortable and classy ''",0,0,0,0,0,0,0,0,0
174,27323,27324,review,"i love it , it really protects my apple watch it keep it safe",5,"""i love it ,', 'it really protects my apple watch', 'it keep it safe""","`` i love it , ' , 'it really protects my apple watch ' , 'it keep it safe ''",0,0,0,0,0,0,0,0,0
176,27548,27549,review,this amazing product works quite well to protect my apple watch.,5,"""this amazing product work quite well', 'to protect my apple watch .""","`` this amazing product work quite well ' , 'to protect my apple watch . ''",0,0,0,0,0,0,0,0,0
177,27678,27679,review,this apple watch is of excellent quality! very happy with my purchase!,5,"""this apple watch is of excellent !', 'very happy with my purchase !""","`` this apple watch is of excellent ! ' , 'very happy with my purchase ! ''",1,0,0,0,0,0,0,0,0
180,28085,28086,review,fitbit charge 4 actually makes it easier to get to your daily goals.,5,"""fitbit charge 4 actually make it easier to get to your daily goal .""",`` fitbit charge 4 actually make it easier to get to your daily goal . '',0,0,0,0,0,0,0,0,0
181,28134,28135,review,i love this new series 5 apple watch. i made a great purchase.,5,"""i love this new series 5 apple watch .', 'i made a great purchase .""","`` i love this new series 5 apple watch . ' , ' i made a great purchase . ''",0,0,0,0,0,0,0,0,0
182,28155,28156,review,love all the features that i didn\u2019t have on my version 2 apple watch.,5,"""love all the that', 'i didn't', 'have on my version 2 apple watch .""","`` love all the that ' , ' i did n't ' , 'have on my version 2 apple watch . ''",0,0,0,0,0,0,0,0,0
184,28315,28316,review,my son loves his apple watch. easy to use and great battery life,5,"""my son love his apple watch .', 'easy to use and great battery life""","`` my son love his apple watch . ' , 'easy to use and great battery life ''",0,0,0,1,0,0,0,1,0
186,28414,28415,review,i liked this apple watch because it has a nice size and has many features.,5,"""i liked this apple watch', 'because it ha a nice size and ha many .""","`` i liked this apple watch ' , 'because it ha a nice size and ha many . ''",0,0,0,0,1,0,0,0,0
188,28615,28616,review,is the first time using an apple watch and i like the product,5,"""is the first time', 'using an apple watch', 'and i like the product""","`` is the first time ' , 'using an apple watch ' , 'and i like the product ''",0,0,0,0,0,0,0,0,0
190,28689,28690,review,i love it. \nit match my silver apple watch.\nand very secure,5,"""i love it .', '\\nit match my silver apple watch.\\nand very secure""","`` i love it . ' , '\\nit match my silver apple watch.\\nand very secure ''",0,0,0,0,0,0,0,0,0
192,28856,28857,review,great apple watch for a good price. very happy with the watch.,5,"""great apple watch for a good price .', 'very happy with the watch .""","`` great apple watch for a good price . ' , 'very happy with the watch . ''",1,0,0,0,0,1,0,0,0
193,28987,28988,review,what can you saw? it is an apple watch. great quality with a lot of features,5,"""what can you saw ?', 'it is an apple watch .', 'great with a lot of""","`` what can you saw ? ' , 'it is an apple watch . ' , 'great with a lot of ''",0,0,0,0,0,0,0,0,0
194,29119,29120,review,this was an upgrade for us from the fitbit charge and is awesome!,5,"""this wa an upgrade for u from the fitbit charge', 'and is awesome !""","`` this wa an upgrade for u from the fitbit charge ' , 'and is awesome ! ''",0,0,0,0,0,0,0,0,0
195,29138,29139,review,perfect for the apple watch owner. color is bright and pretty.,5,"""perfect for the apple watch owner .', 'color is bright and pretty .""","`` perfect for the apple watch owner . ' , 'color is bright and pretty . ''",0,0,0,0,1,0,0,0,0
196,29221,29222,review,"this is was a nice gift for my cousin, she loves this apple watch",5,"""this is wa a nice gift for my cousin ,', 'she love this apple watch""","`` this is wa a nice gift for my cousin , ' , 'she love this apple watch ''",0,0,0,0,0,0,0,0,0
197,29260,29261,review,i love my fitbit inspire. the battery last a really long time.,5,"""i love my fitbit inspire .', 'the battery last a really long time .""","`` i love my fitbit inspire . ' , 'the battery last a really long time . ''",0,0,0,0,0,0,0,0,0
201,30024,30025,review,this is my first apple watch and i like it so far so easy to use,5,"""this is my first apple watch', 'and i like it so far so easy to use""","`` this is my first apple watch ' , 'and i like it so far so easy to use ''",0,0,0,1,0,0,0,0,0
202,30853,30854,review,bought this for my wife's apple watch seties 6! great product!,5,"""bought this for my wife's apple watch seties 6 !', 'great product !""","`` bought this for my wife 's apple watch seties 6 ! ' , 'great product ! ''",0,0,0,0,0,0,0,0,0
203,30901,30902,review,"this apple watch series 3 is amazing, i\u2019m currently using now .",5,"""this apple watch series 3 is amazing ,', 'i'm currently using now .""","`` this apple watch series 3 is amazing , ' , ' i 'm currently using now . ''",0,0,0,0,0,0,0,0,0
204,31028,31029,review,great! works as you'd expect! (it's just an apple watch),5,"""great !', ""works a you 'd expect !"", ""( it 's just an apple watch )""","`` great ! ' , `` work a you 'd expect ! `` , `` ( it 's just an apple watch ) ''",0,0,0,0,0,0,0,0,0
205,31135,31136,review,apple watch became my health and fitness tracker. is the best.,5,"""apple watch became my health and fitness tracker .', 'is the best .""","`` apple watch became my health and fitness tracker . ' , 'is the best . ''",0,0,0,0,0,0,0,0,0
206,31375,31376,review,everyone should have an apple watch! it makes life much easier.,5,"""everyone should have an apple watch !', 'it make life much easier .""","`` everyone should have an apple watch ! ' , 'it make life much easier . ''",0,0,0,0,0,0,0,0,0
207,31439,31440,review,i really like this apple watch cus has features that the gen 3 doesn't have,5,"""i really like this apple watch cu ha', ""that the gen 3 doe n't have""","`` i really like this apple watch cu ha ' , `` that the gen 3 doe n't have ''",0,0,0,0,0,0,0,0,0
208,31595,31596,review,beautiful on my wrist and cost less than apple watch. good choice,5,"""beautiful on my wrist and cost le than apple watch .', 'good choice""","`` beautiful on my wrist and cost le than apple watch . ' , 'good choice ''",0,0,0,0,0,1,0,0,0
210,31684,31685,review,upgraded from an apple watch series 3 and its a huge difference.,5,"""upgraded from an apple watch series 3', 'and it a huge difference .""","`` upgraded from an apple watch series 3 ' , 'and it a huge difference . ''",0,0,0,0,0,0,0,0,0
211,31727,31728,review,i love my apple watch. most practical watch i have ever owned.,5,"""i love my apple watch .', 'most practical watch i have ever owned .""","`` i love my apple watch . ' , 'most practical watch i have ever owned . ''",0,0,0,0,0,0,0,0,0
212,31753,31754,review,use it everyday\nperfect size\ncan't go without my apple watch,5,"""use it everyday\\nperfect size\\ncan't go', 'without my apple watch""","`` use it everyday\\nperfect size\\nca n't go ' , 'without my apple watch ''",0,0,0,0,0,0,0,0,0
213,31885,31886,review,bumper for apple watch it keeps your watch from getting scratched up,5,"""bumper for apple watch it keep your watch from getting scratched up""",`` bumper for apple watch it keep your watch from getting scratched up '',0,0,0,0,0,0,0,0,0
214,31976,31977,review,love it best apple watch they have ever made. i would recommend,5,"""love it best apple watch they have ever made .', 'i would recommend""","`` love it best apple watch they have ever made . ' , ' i would recommend ''",0,0,0,0,0,0,0,0,0
215,31993,31994,review,excellent strap very comfortable to use daily with my apple watch.,5,"""excellent strap very comfortable to use daily with my apple watch .""",`` excellent strap very comfortable to use daily with my apple watch . '',0,0,0,0,0,0,0,0,0
216,32172,32173,review,love this watch! better then paying a fortune for a apple watch,5,"""love this watch !', 'better then paying a fortune for a apple watch""","`` love this watch ! ' , 'better then paying a fortune for a apple watch ''",0,0,0,0,0,0,0,0,0
217,32183,32184,review,my wife loves her apple watch. wishes she had bought it sooner.,5,"""my wife love her apple watch .', 'wishes she had bought it sooner .""","`` my wife love her apple watch . ' , 'wishes she had bought it sooner . ''",0,0,0,0,0,0,0,0,0
218,32294,32295,review,the modern leather nomad watch strap for the apple watch is great.,5,"""the modern leather nomad watch strap for the apple watch is great .""",`` the modern leather nomad watch strap for the apple watch is great . '',0,0,0,0,0,0,0,0,0
219,32466,32467,review,it fits really great looks good with my new blue apple watch series 6,5,"""it fit really great look good with my new blue apple watch series 6""",`` it fit really great look good with my new blue apple watch series 6 '',0,0,0,0,1,0,0,0,0
220,32887,32888,review,the apple watch is a must. helps you keep track of everything.,5,"""the apple watch is a must .', 'helps you keep track of everything .""","`` the apple watch is a must . ' , 'helps you keep track of everything . ''",0,0,0,0,0,0,1,0,0
222,33111,33112,review,love my new watch. it replaced the 1st generation apple watch.,5,"""love my new watch .', 'it replaced the 1st generation apple watch .""","`` love my new watch . ' , 'it replaced the 1st generation apple watch . ''",0,0,0,0,0,0,0,0,0
223,33714,33715,review,really good apple watch. highly recommend. great addition.,5,"""really good apple watch .', 'highly recommend .', 'great addition .""","`` really good apple watch . ' , 'highly recommend . ' , 'great addition . ''",0,0,0,0,0,0,0,0,0
224,33717,33718,review,love my apple watch. best one i have had so far. top knotch,5,"""love my apple watch .', 'best one i have had so far .', 'top knotch""","`` love my apple watch . ' , 'best one i have had so far . ' , 'top knotch ''",0,0,0,0,0,0,0,0,0
225,33783,33784,review,fits the apple watch well and doesn't take away from the appearance,5,"""fits the apple watch well and doe n't take away from the appearance""",`` fit the apple watch well and doe n't take away from the appearance '',0,0,0,0,0,0,0,0,0
226,33792,33793,review,i love my apple watch. tracking my health is so much easier now,5,"""i love my apple watch .', 'tracking my health is so much easier now""","`` i love my apple watch . ' , 'tracking my health is so much easier now ''",0,0,0,0,0,0,1,0,0
228,34479,34480,review,i love the apple watch watch and all the functions they have on it.,5,"""i love the apple watch watch and all the function they have on it .""",`` i love the apple watch watch and all the function they have on it . '',0,0,0,0,0,0,0,0,0
229,34603,34604,review,love it! it replaced my samsung gear 2 that i had for years.,5,"""love it !', 'it replaced my samsung gear 2', 'that i had for year .""","`` love it ! ' , 'it replaced my samsung gear 2 ' , 'that i had for year . ''",0,0,0,0,0,0,0,0,0
230,34955,34956,review,works good. able to charge apple watch and tablet at same time.,5,"""work good .', 'able to charge apple watch and tablet at same time .""","`` work good . ' , 'able to charge apple watch and tablet at same time . ''",0,0,0,0,0,0,0,1,0
231,34963,34964,review,i love my apple watch and all my apple products. go grab you one,5,"""i love my apple watch and all my apple product .', 'go grab you one""","`` i love my apple watch and all my apple product . ' , 'go grab you one ''",0,0,0,0,0,0,0,0,0
232,35012,35013,review,"love my apple watch, wish that the battery would last longer",5,"""love my apple watch ,', 'wish', 'that the battery would last longer""","`` love my apple watch , ' , 'wish ' , 'that the battery would last longer ''",0,0,0,0,0,0,0,0,0
233,35231,35232,review,i love my apple watch. easy to use and reliable. no issues.,5,"""i love my apple watch .', 'easy to use and reliable .', 'no issue .""","`` i love my apple watch . ' , 'easy to use and reliable . ' , 'no issue . ''",0,0,0,1,0,0,0,0,1
234,35248,35249,review,"great, i use it for my apple watch se and works amazing recommend!",5,"""great , i use it for my apple watch se and work amazing recommend !""","`` great , i use it for my apple watch se and work amazing recommend ! ''",0,0,0,0,0,0,0,0,0
235,35401,35402,review,this watch is a nice watch. i upgraded from the apple watch 3.,5,"""this watch is a nice watch .', 'i upgraded from the apple watch 3 .""","`` this watch is a nice watch . ' , ' i upgraded from the apple watch 3 . ''",0,0,0,0,0,0,0,0,0
236,52,53,review,please return my money or send me a new fitbit charge that works.,1,"""please return my money or send me a new fitbit charge', 'that work .""","`` please return my money or send me a new fitbit charge ' , 'that work . ''",0,0,0,0,0,0,0,0,0
237,102,103,review,is product didn't even fit the apple watch it was to small it sucks,1,"""is product didn't even fit the apple watch', 'it wa to small it suck""","`` is product did n't even fit the apple watch ' , 'it wa to small it suck ''",0,0,0,0,0,0,0,0,0
238,304,305,review,the fitbit charge 4 worked great but only for 7 months. it died!,1,"""the fitbit charge 4 worked great but only for 7 month .', 'it died !""","`` the fitbit charge 4 worked great but only for 7 month . ' , 'it died ! ''",0,0,0,0,0,0,0,0,0
239,406,407,review,could never get my apple watch charge on this thing how to return it,1,"""could never get my apple watch charge on this thing how to return it""",`` could never get my apple watch charge on this thing how to return it '',0,0,0,0,0,0,0,0,0
240,653,654,review,it didn't protect my apple watch n it was hard to put on correctly,1,"""it didn't protect my apple watch n', 'it wa hard to put on correctly""","`` it did n't protect my apple watch n ' , 'it wa hard to put on correctly ''",0,0,0,0,0,0,0,0,0
241,657,658,review,it didn\u2019t protect my apple watch n it was hard to put on correctly,1,"""it didn't protect my apple watch n', 'it wa hard to put on correctly""","`` it did n't protect my apple watch n ' , 'it wa hard to put on correctly ''",0,0,0,0,0,0,0,0,0
242,1245,1246,review,the product did not fit my apple watch. i will be returning it.,1,"""the product did not fit my apple watch .', 'i will be returning it .""","`` the product did not fit my apple watch . ' , ' i will be returning it . ''",0,0,0,0,0,0,0,0,0
243,3773,3774,review,ordered apple watch and had a problem with order which was fixed.,3,"""ordered apple watch and had a problem with order', 'which wa fixed .""","`` ordered apple watch and had a problem with order ' , 'which wa fixed . ''",0,0,0,0,0,0,0,0,0
244,4163,4164,review,apple watch is better only thing that it did right was tell time.,3,"""apple watch is better only thing', 'that it did right wa tell time .""","`` apple watch is better only thing ' , 'that it did right wa tell time . ''",0,0,0,0,0,0,0,0,0
245,4822,4823,review,just so so. the fit/connection to the apple watch wasn't great.,3,"""just so so .', 'the fit/connection to the apple watch wasn't great .""","`` just so so . ' , 'the fit/connection to the apple watch wa n't great . ''",0,0,0,0,0,0,0,0,0
246,5206,5207,review,the apple watch strap was no as comfortable as i thought. it was mid,3,"""the apple watch strap wa no a comfortable a i thought .', 'it wa mid""","`` the apple watch strap wa no a comfortable a i thought . ' , 'it wa mid ''",0,0,0,0,0,0,0,0,0
247,5283,5284,review,it looks nice on my apple watch and doesn't irritate my wrist/ skin.,4,"""it look nice on my apple watch and doesn't irritate my wrist/ skin .""",`` it look nice on my apple watch and doe n't irritate my wrist/ skin . '',0,0,0,0,1,0,0,0,0
248,5287,5288,review,it looks nice on my apple watch and doesn\u2019t irritate my wrist/ skin.,4,"""it look nice on my apple watch and doesn't irritate my wrist/ skin .""",`` it look nice on my apple watch and doe n't irritate my wrist/ skin . '',0,0,0,0,1,0,0,0,0
250,6162,6163,review,my wife love it! first apple watch. can\u2019t wait to get mine.,4,"""my wife love it !', 'first apple watch .', 'can't wait to get mine .""","`` my wife love it ! ' , 'first apple watch . ' , 'ca n't wait to get mine . ''",0,0,0,0,0,0,0,0,0
251,6418,6419,review,product gas definitely added extra damage security to my apple watch,4,"""product gas definitely added extra damage security to my apple watch""",`` product gas definitely added extra damage security to my apple watch '',0,0,0,0,0,0,0,0,0
252,6839,6840,review,great option to charge an apple watch (at work) in a punch.,4,"""great option to charge an apple watch', '( at work )', 'in a punch .""","`` great option to charge an apple watch ' , ' ( at work ) ' , 'in a punch . ''",0,0,0,0,0,0,0,1,0
253,7572,7573,review,charges my apple watch in a timely manner. great for traveling.,4,"""charges my apple watch in a timely manner .', 'great for traveling .""","`` charge my apple watch in a timely manner . ' , 'great for traveling . ''",0,0,0,0,0,0,0,1,0
254,9092,9093,review,this apple watch was a gift for my wife! she loves her new watch!,5,"""this apple watch wa a gift for my wife !', 'she love her new watch !""","`` this apple watch wa a gift for my wife ! ' , 'she love her new watch ! ''",0,0,0,0,0,0,0,0,0
255,9104,9105,review,my daughter in law enjoy her apple watch and do so much with it.,5,"""my daughter in law enjoy her apple watch', 'and do so much with it .""","`` my daughter in law enjoy her apple watch ' , 'and do so much with it . ''",1,0,0,0,0,0,0,0,0
256,9432,9433,review,love my apple watch! this is my third one. love all of the features.,5,"""love my apple watch !', 'this is my third one .', 'love all of the .""","`` love my apple watch ! ' , 'this is my third one . ' , 'love all of the . ''",0,0,0,0,0,0,0,0,0
258,9752,9753,review,still works pretty great! i am really happy with my apple watch.,5,"""still work pretty great !', 'i am really happy with my apple watch .""","`` still work pretty great ! ' , ' i am really happy with my apple watch . ''",1,0,0,0,0,0,0,0,0
259,10064,10065,review,i love my mew apple watch it's so beautiful ♥️♥️♥️♥️,5,"""i love my mew apple watch it's so beautiful ♥️♥️♥️♥️""",`` i love my mew apple watch it 's so beautiful ♥️♥️♥️♥️ '',0,0,0,0,0,0,0,0,0
260,10070,10071,review,i love my mew apple watch it\u2019s so beautiful ♥️♥️♥️♥️,5,"""i love my mew apple watch it's so beautiful ♥️♥️♥️♥️""",`` i love my mew apple watch it 's so beautiful ♥️♥️♥️♥️ '',0,0,0,0,0,0,0,0,0
261,10138,10139,review,birthday present for my dad. much easier to use then apple watch,5,"""birthday present for my dad .', 'much easier to use then apple watch""","`` birthday present for my dad . ' , 'much easier to use then apple watch ''",0,0,0,0,0,0,0,0,0
263,10354,10355,review,long battery life and suits me wa better than my apple watch did.,5,"""long battery life and suit me wa better', 'than my apple watch did .""","`` long battery life and suit me wa better ' , 'than my apple watch did . ''",0,0,0,0,0,0,0,0,0
264,10474,10475,review,i love my apple watch so much i definitely did a awesome purchase,5,"""i love my apple watch so much', 'i definitely did a awesome purchase""","`` i love my apple watch so much ' , ' i definitely did a awesome purchase ''",0,0,0,0,0,0,0,0,0
266,10782,10783,review,works great. easy way to charge your apple watch. great quality.,5,"""works great .', 'easy way', 'to charge your apple watch .', 'great .""","`` work great . ' , 'easy way ' , 'to charge your apple watch . ' , 'great . ''",0,0,0,1,0,0,0,1,0
267,10858,10859,review,i'm really loving ❤this one is way better than my samsung gear s3,5,"""i 'm really loving ❤this one is way better than my samsung gear s3""",`` i 'm really loving ❤this one is way better than my samsung gear s3 '',0,0,0,0,0,0,0,0,0
268,11048,11049,review,"i like my apple watch, my first it's a great fit, lots of nice features,",5,"""i like my apple watch ,', 'my first it's a great fit , lot of nice ,""","`` i like my apple watch , ' , 'my first it 's a great fit , lot of nice , ''",0,0,0,0,0,0,0,0,0
271,11683,11684,review,"this is just what i needs for my apple watch, it works wonderfully",5,"""this is just what i need for my apple watch ,', 'it work wonderfully""","`` this is just what i need for my apple watch , ' , 'it work wonderfully ''",0,0,0,0,0,0,0,0,0
272,11713,11714,review,"i absolutely love my apple watch, great price for a great product!",5,"""i absolutely love my apple watch , great price for a great product !""","`` i absolutely love my apple watch , great price for a great product ! ''",0,0,0,0,0,1,0,0,0
273,12199,12200,review,love this apple watch fit my wrist nice and comfortable display well,5,"""love this apple watch fit my wrist nice and comfortable display well""",`` love this apple watch fit my wrist nice and comfortable display well '',0,0,0,0,0,0,0,0,0
274,12346,12347,review,i bought this apple watch for my wife for christmas & she loves it,5,"""i bought this apple watch for my wife for christmas &', 'she love it""","`` i bought this apple watch for my wife for christmas & ' , 'she love it ''",0,0,0,0,0,0,0,0,0
275,12559,12560,review,as an avid runner .... i could not live without my apple watch.,5,"""as an avid runner ... .', 'i could not live without my apple watch .""","`` a an avid runner ... . ' , ' i could not live without my apple watch . ''",0,0,0,0,0,0,0,0,0
276,12658,12659,review,perfect watch strap for my apple watch. i would highly recommend,5,"""perfect watch strap for my apple watch .', 'i would highly recommend""","`` perfect watch strap for my apple watch . ' , ' i would highly recommend ''",0,0,0,0,0,0,0,0,0
278,13123,13124,review,apple watch works great easy to use. we all have one in the house,5,"""apple watch work great easy to use .', 'we all have one in the house""","`` apple watch work great easy to use . ' , 'we all have one in the house ''",0,0,0,1,0,0,0,0,0
279,13201,13202,review,purchased watch as a gift. can't go wrong with any apple watch.,5,"""purchased watch a a gift .', ""ca n't go wrong with any apple watch .""","`` purchased watch a a gift . ' , `` ca n't go wrong with any apple watch . ''",0,0,0,0,0,0,0,0,0
280,13372,13373,review,i like apple watch nothing complaint...i recommend this product,5,"""i like apple watch nothing complaint ...', 'i recommend this product""","`` i like apple watch nothing complaint ... ' , ' i recommend this product ''",0,0,0,0,0,0,0,0,0
282,13551,13552,review,"beautiful color, looks great and fits perfectly on your apple watch!",5,"""beautiful color , look great and fit perfectly on your apple watch !""","`` beautiful color , look great and fit perfectly on your apple watch ! ''",0,0,0,0,1,0,0,0,0
283,13562,13563,review,this apple watch was exactly what i wanted and expected it to be.,5,"""this apple watch wa exactly what i wanted', 'and expected it to be .""","`` this apple watch wa exactly what i wanted ' , 'and expected it to be . ''",0,0,0,0,0,0,0,0,0
286,13914,13915,review,this apple watch was well worth the money. i would recommend it.,5,"""this apple watch wa well worth the money .', 'i would recommend it .""","`` this apple watch wa well worth the money . ' , ' i would recommend it . ''",0,0,0,0,0,1,0,0,0
287,14011,14012,review,very pleased with this fitbit charge 4! easy to set up and use.,5,"""very pleased with this fitbit charge 4 !', 'easy to set up and use .""","`` very pleased with this fitbit charge 4 ! ' , 'easy to set up and use . ''",0,0,0,1,0,0,0,1,0
290,14307,14308,review,really love the apple watch i got my mom. it was a good gift.,5,"""really love the apple watch', 'i got my mom .', 'it wa a good gift .""","`` really love the apple watch ' , ' i got my mom . ' , 'it wa a good gift . ''",0,0,0,0,0,0,0,0,0
291,14488,14489,review,apple watch is awesome. so convenient when phone is not on you.,5,"""apple watch is awesome .', 'so convenient when phone is not on you .""","`` apple watch is awesome . ' , 'so convenient when phone is not on you . ''",0,0,0,0,0,0,0,0,0
292,14562,14563,review,beautiful apple watch. suited my needs perfectly and works great.,5,"""beautiful apple watch .', 'suited my need perfectly and work great .""","`` beautiful apple watch . ' , 'suited my need perfectly and work great . ''",0,0,0,0,0,0,0,0,0
293,14752,14753,review,good addition to milanese apple watch. comfortable and durable.,5,"""good addition to milanese apple watch .', 'comfortable and durable .""","`` good addition to milanese apple watch . ' , 'comfortable and durable . ''",0,0,0,0,0,0,0,0,0
294,14834,14835,review,great buy i love my apple watch would buy another if i could.,5,"""great buy', 'i love my apple watch', 'would buy another if i could .""","`` great buy ' , ' i love my apple watch ' , 'would buy another if i could . ''",0,0,0,0,0,0,0,0,0
295,14899,14900,review,my wife loves the ⌚ apple watch and if she's happy i'm happy .,5,"""my wife love the ⌚ apple watch', ""and if she 's happy i 'm happy .""","`` my wife love the ⌚ apple watch ' , `` and if she 's happy i 'm happy . ''",1,0,0,0,0,0,0,0,0
296,15268,15269,review,apple watch speaks by itself. bought for my wife ... she loves it,5,"""apple watch speaks by itself .', 'bought for my wife ... she love it""","`` apple watch speaks by itself . ' , 'bought for my wife ... she love it ''",0,0,0,0,0,0,0,0,0
297,15276,15277,review,absolutely love my new apple watch. good quality had a wonderful price.,5,"""absolutely love my new apple watch .', 'good had a wonderful price .""","`` absolutely love my new apple watch . ' , 'good had a wonderful price . ''",0,0,0,0,0,1,0,0,0
298,15335,15336,review,love my apple watch. don\u2019t leave home without it. get one,5,"""love my apple watch .', 'don't leave home', 'without it .', 'get one""","`` love my apple watch . ' , 'do n't leave home ' , 'without it . ' , 'get one ''",0,0,0,0,0,0,0,0,0
