,Full Text,Ease of Use
504,"['husb', '', 'super light weight easy clean ', 'great ', 'works outdoors']",0
505,"['easy install shorten ', 'easy shorten beautiful rose gold color']",0
506,"['', 'easy ', 'year ', 'longer warranty smart durable']",0
507,"['', '', 'cost absolutely useless product']",0
508,"['bought ', 'charger working portion holder ', 'charger product']",0
509,"['inspire lunar white good hard set son ', 'return set']",0
510,"['horrible cheap knock buy data secure ', 'read']",0
511,"['nice party play store switched ', 'comparison']",0
512,"['great ', 'price ', 'returned ', 'cellular ', '', '', 'kind than']",0
513,"['previous series ', 'satisfied love display busy']",0
514,"['love inspire wasnt sleep ', 'helpful mobile easy ', 'convenient']",0
515,"['skeptical ', '', 'wondering procrastinating']",0
516,"['highly recommend buy upgrade display nice ', 'battery long lasting']",0
517,"['awesome ', 'medical ', 'easy ', 'blue cool']",0
518,"['series cellular cellular connect family ', 'and']",0
519,"['absolutely love buy pick perfect ', 'patient']",0
520,"['awesome purchase sale great purchase ', 'easy buy']",0
521,"['great ', '', 'mix wine metal mesh ', 'silicone']",0
522,"['speak ', 'battery good ', 'works fine']",0
523,['long time series bit worth money love awesome'],0
524,"['great comfortable approach ', 'that']",0
525,"['thinking series ', '', '', 'understood ', 'now']",0
526,"['husb', '', 'charge longer ', 'nice']",0
527,"['switched galaxy ', 'dont regret ', 'awesome battery life amazing ', 'love']",0
528,"['sharp simple clean design easy perfectly ', 'col', 'gorgeous']",1
529,"['', 'cant showing amazing piece technology ', 'great battery life']",0
530,"['', 'waterproof ', 'opportunity ', 'swimming']",0
531,"['great love text ', 'phone leaving stay free']",0
532,"['love phone ', 'return bulky ', 'great']",0
533,"['awesome product received gift ', '', 'received ', 'live']",0
534,"['strong strap felt durable ', 'easily cleanable ', '', 'lite broke set strap good ', 'money']",0
535,"['recommend ', 'price ', 'functionality interface easy ', 'which']",0
536,['works fully set nice bedroom bright night'],0
537,"['genuine leather strap ', 'excellent price series perfectly pink col', 'gold color']",0
538,"['love product ', 'couple ', 'enjoy works great ', '', 'physical activity']",0
539,"['love ', '', 'light night ', 'track sleep handy']",0
540,"['super easy ', 'feel ', 'protect expensive collect bit dust ', 'easily ', 'wipe clean']",0
541,['charge easier set activity charge swipes set start activity and'],0
542,"['super easy ', 'love avid runner ', 'than']",0
543,"['great coming huge upgrade ', 'love display fantastic ', 'easy setup works phone']",0
544,"['product time great shape ', '', 'organized ', 'provide area charge phone and']",0
545,"['great product works sleep water ', 'food check weather ', 'receive text']",0
546,"['perfect upgrade series ', 'decided treat dont regret purchase love']",0
547,"['great fit perfectly ', '', 'fraction cost highly recommend']",0
548,"['original charger ', 'broke bought replace ', 'worked great great price']",0
549,"['debating ', '', 'glad plan son ', 'version']",0
550,"['absolutely love ', '', '', 'super convenient ', 'love fitness option']",0
551,"['wow great barely ', '', 'sale jump exquisite']",0
552,"['happy ', 'battery life functionality']",0
553,"['', '', 'charge feel ', 'longer ', '', 'charge']",0
554,"['love big ', 'worth price and']",0
555,"['', 'times year jump ', 'happy highly recommend']",0
556,"['upgrade ', 'archaic ', 'previous generation higher']",0
557,"['athlete outdo', 'adventurer general sports fitness enthusiast great']",0
558,"['', 'replacement ', 'charge col', 'vibrant easy ', 'wash clean']",0
559,"['bought ', 'heart ', 'movement love']",0
560,"['favorite battery life infinitely longer ', 'comfortable ', 'easy']",0
561,"['bumper gold ', 'saved ', 'scratches accident prone highly recommend']",0
562,['love birthday wear everyday day love'],0
563,"['work ', 'time reply message phone handy reply']",0
564,"['good ', 'product ', '', 'what']",0
565,"['nice inexpensive charger worked ', 'wife pinch ', 'forgot charger ', 'heading town pickup great']",0
566,"['gifted wife ', '', 'ecstatic ', 'highly than']",0
567,"['user friendly basic light weight ', 'easy bind phone ', 'love heavy and']",0
568,"['series excellent heart rating breathing ', 'time stand']",0
569,"['double mouse pad banging edge ', '', 'price']",0
570,"['good bumper style ', 'dirty work ', '', 'replace']",0
571,"['blaze day battery life ', 'picked ', 'clock and']",0
572,['hubby easy battery charge day for'],0
573,"['love comfortable wear great easy clean ', 'wrist highly recommend']",0
574,"['', 'buy ', 'price ', 'time ', '', '', 'track activity ', 'ensure stay healthy']",0
575,"['long time ', 'finally unending absolutely love']",0
576,"['good product ', 'deaf people ', '', '', 'signal']",0
577,"['love glad bought phone ', 'calling ', 'respond text']",0
578,"['love heart monit', '', 'peace mind medium wrist ', 'perfect']",0
579,"['upgrade daughter communicate phone ', 'didnt huge price tag perfect option']",0
580,"['love headset big upgrade gear advice ', 'buy halo headset provide uncomfortable']",0
581,"['modal silicone ', 'blue daughter durable water bought colors']",0
582,['lost didnt buy'],0
583,"['great helpful ', 'work ', '', 'breathe ', 'road drive manual car']",0
584,"['purchase ', 'happy price ', 'service received knowledgeable ', 'friendly']",0
585,"['bought ', 'wife dresser ', 'fit feel ', 'appearance purchase']",0
586,"['good ', 'wife works ', 'recommend friend']",0
587,"['charge ', 'summer ', '', 'absolutely tracker']",0
588,"['happy inspire ', 'slim ', 'sleek battery charge ', 'long time today']",0
589,"['works great ', 'quick charge super bright ', 'nice cable charger ', 'worked']",0
590,"['love young lady ', 'outstanding job knew product ', '', 'priced']",0
591,"['charge replace nice ', '', 'fall']",0
592,"['long overdue ', 'refresh series ultra ', 'change love design and']",0
593,"['great battery life days solid charge size big ', 'feel big wrist']",0
594,"['sense charge ', 'love ', 'moving and']",0
595,"['replace week ', 'happy ', 'daily']",0
596,"['absolutely love ', 'super comfy ', 'glad chose']",0
597,"['work ', '', 'though description black edge ', 'display']",0
598,"['work ', 'plastic sticky ', 'easy ', 'drawing board']",0
599,"['longer works dead ', 'normal bought ', 'birthday unfortunate mistake purchase']",0
600,"['', 'good work ', '', 'slow ', '', 'returned and']",0
601,['mood doesnt work wrist hurt wear long lack feedback device hard track progress'],0
602,"['product time bought gift ', 'daughter ', 'didnt ', 'mommy']",0
603,"['bought replace ', 'great ', '', 'accurate lack annoying']",0
604,"['great rose gold downside ', 'material ', 'breathable sweat']",0
605,"['love series smooth ', 'flawlessly series ', 'meant']",0
606,"['item ', '', 'nice ', 'expensive ', 'expensive']",0
607,"['easy fan ', 'absolutely love special ', 'work dont carry phone']",0
608,"['good col', 'awesome disappointed ', 'area colors washed ', 'brilliant']",0
609,"['wasnt long ', 'wrist ', 'responsive version big upgrade charge']",0
610,"['love galaxy switch ', 'times stuck outdated ways paying outrageous ', 'limited']",0
611,"['', 'issue ', 'cannot resolve face']",0
612,"['love track physical activity ', 'love ', '', 'text message coming']",0
613,"['easily ', 'doesnt interfere cheap ', 'sturdy ', 'peace mind knowing']",0
614,"['charge love ', 'wearing ', 'love flexibility']",0
615,['inspire fitness tracker black great birthday gift easy good recommend'],0
616,"['good ', 'series ', 'worried scratches ', 'naked']",0
617,"['love ', '', '', 'year glad finally']",0
618,"['great power strip ', '', 'traveling ', '', 'phone tablet speaker and']",0
619,"['great deal stainless model high product ', 'upgrade improvement battery life day for']",0
620,"['daughter ', 'favorite col', 'mint green good price ', 'perfect fit ', 'series']",0
621,"['love series series ', 'good series bought br', 'great price']",0
622,"['', 'wife wanting blue replacement ', '', '', '', '', 'great shape good buy']",0
623,"['bad works perfectly fine ', '', 'save money easy setup love']",0
624,"['', '', 'absolutely love battery life good ', 'charging for']",0
625,"['', 'clean ', 'smooth fake ', 'plastic turn yellow']",0
626,"['set ', 'hooked phone person busy good service']",0
627,"['daughter perfect ', 'active love bouldering rock climbing ', 'col', 'for']",0
628,"['expect comfortable ', 'easy set battery life great']",0
629,"['love ready latest version ', 'funds recommend ', '', 'health and']",0
630,"['love choice purchase buy ', 'store']",0
631,"['gifted hubby ', '', 'light ', 'notice wearing']",0
632,"['permanent fixture easy ', 'attached gen']",0
633,"['great ', 'water ', 'scratches year great']",0
634,"['great ', 'perfectly ', 'sense peace ', 'phone surface']",0
635,"['unsurpassed ', 'tech great buy']",0
636,"['', 'st', 'charge ', 'idea ', 'time ', 'charging']",0
637,"['tough phone charger connection ', 'works great ', 'love ', 'throw charge']",0
638,"['pretty ', 'lot but']",0
639,"['', '', 'everyday ', 'feel lost glad finally decided purchase']",0
640,"['easy set ', 'stylish niece']",0
641,"['', 'ionic torn replacement item perfect ', '', 'color']",0
642,"['great ', 'good ', 'series snappy ', 'works great']",0
643,"['series daughter ', '', 'version ', 'birthday']",0
644,"['love love great ', 'love ', 'recommend']",0
645,"['bought health ', '', 'love wear single day but']",0
646,"['love ', 'calling ', 'pretty dose dose']",0
647,"['love change feeling love col', 'and']",0
648,"['love upgrade series love bigger ', 'love ', 'keyboard ', 'text']",0
649,"['love rocking ', 'addition ', 'amazing comfortable ', 'stylish']",0
650,"['series great buy easy ', 'delay lag works great regret']",0
651,"['love enjoying time ', 'design purchase ', 'teen ', '', 'love']",0
652,"['waiting ', 'watchless fit bit premium battery life sold']",0
653,"['love works ', 'phone reaching ', 'phone set easy ', 'nice']",0
654,"['son bought ', 'aunt ', 'flag colors support good']",0
655,"['year ', '', 'great everyday great purchase love bought']",0
656,"['absolutely love ', 'smart bit learning curve ', 'feel pretty comfortable now']",0
657,"['love sleek ', 'convenience literally kind product buy']",0
658,"['series works great love ', 'daily battery longer ', 'day ', '', 'love']",0
659,"['love pro easy ', 'love touch recognition ', 'connection unlock great']",0
660,"['', 'son ', 'absolutely ', 'ready ', '', 'awesome alternative']",0
661,['simple lot option company'],1
662,"['approach ', 'depend shot measuring pin actual location ', 'scoring good']",0
663,"['nice bike ', 'peloton works great magnetic resistance ', 'worth buy']",0
664,"['', 'price hybrid leather worth nice ', 'nice recommend']",0
665,"['great video pack excellent great length highly recommend ', 'mon item lots fun multiple times']",0
666,"['excellent light weight ', 'accurate reading husb', '', 'than']",0
667,"['', '', 'nice ', 'easy links adjust wrist']",0
668,"['love silver version series ', 'broke black ', 'clean finish']",0
669,"['combination cell phone ', 'st', 'sturdy ', 'great ', 'price highly recommend']",0
670,"['', '', 'health ', 'phone ', 'great start ', 'long time']",0
671,"['love series smooth ', 'flawlessly series ', 'meant']",0
672,"['love ', 'track step ', 'recommend love']",0
673,"['great workout tracker nice display satisfied purchase ', 'glad saved extra']",0
674,"['bought ', 'son ', 'work ', 'great product']",0
675,"['love beautifully built piece love ', 'time lift arm']",0
676,"['', 'series ', 'series highly recommend ', 'battery life greatly worth upgrade']",0
677,"['series great love ', 'text amazing glance love']",0
678,"['comfortable great silver col', 'beautiful ', 'great great combination colors']",0
679,"['happy charge comfortable wear wrist ', 'display pretty tough item']",0
680,"['', 'wife ', 'works great ', 'easy ', 'product credit ', 'mindfulness']",0
681,['magnetic charging cable bought extra office charge forget charge'],0
682,"['', 'birthday absolutely works great battery life ', 'deal breaker']",0
683,"['perfect ', 'easily ', 'constantly cell phone']",0
684,"['charge working ', 'connected properly touchy works']",0
685,"['cannot beat price mile ', 'hour ', 'charge week']",0
686,"['bought ', 'charge ', 'wife decide ', 'comfortable ', 'for']",0
687,"['great leather sturdy ', 'durable ', 'bought for']",0
688,"['', 'family member ', '', 'greater versatility family member device']",0
689,"['heavy duty ', 'charge ', 'everyday recommend']",0
690,"['big upgrade ', 'series loving smoothness ', 'multiple lag color']",0
691,"['absolutely love perfect small wrist satisfied purchase ', '', '', 'long']",0
692,"['works inexpensive solution ', 'purchase expensive charging cube for']",0
693,['priced notification highly recommend product'],0
694,"['replace year ', '', 'assuming real profit']",0
695,"['bought ', 'broke money guarantee ', 'shipping ', 'handling worth']",0
696,"['clasp stay ', 'day fell wrist ', 'broke ', 'stay']",0
697,"['fit large click housing ', 'buy waste time ', 'money']",0
698,"['', 'charge warranty good ', 'days cannot support']",0
699,"['good works great galaxy phone ease ', 'for']",0
700,"['great product love ionic ', 'though recommend meet basic']",0
701,"['nice works cant track ', 'occasionally disconnect ', 'purpose and']",0
702,['basically talk text happy purchase'],0
703,"['wonderful job scratches ', '', '', 'spent hard money']",0
704,"['fine ', 'fit charge perfectly ', 'ring ', 'rest broke']",0
705,"['series ', 'lightweight ', 'price cant beat']",0
706,"['series simple navigation tricky times ', 'bought sale']",1
707,"['ill start review dont buy promote exclusively phone happily android ', 'dont']",0
708,"['great ', '', '', '', 'love convenience ', 'plan buy older version']",0
709,"['', 'expensive ', '', 'pay for']",0
710,"['catalyst ', 'great product protect']",0
711,"['love tortoise happy ', 'feel extra pop']",0
712,"['comfortable worn black ', 'brown easily sync wardrobe']",0
713,"['pretty straight ', 'practically universal ', 'built charging cable']",0
714,"['absolutely love perfectly ', '', 'awesome buy ', 'helping decide ', 'for']",0
715,"['absolutely love series ', 'heart monit', 'love']",0
716,"['specially ', 'work physically pull phone text']",0
717,"['winner replace model ', 'original satisfactory respect']",0
718,"['', '', 'figured']",0
719,"['', '', '', 'finally decision purchase']",0
720,"['great product ', '', 'nice daughter ', 'graduation gift happy']",0
721,"['', '', '', 'havent amazing ', 'product']",0
722,"['life wake ', '', 'phone ', 'harder ', 'unplug']",0
723,['absolutely bomb dot closure magnetic sons for'],0
724,"['bought ', 'active ', '', '', 'series durable comfortable ', 'stylish']",0
725,['bought wife track fitness resolution'],0
726,"['platinum leather ', 'inspire ', 'inspire copper perfect ', 'colors ', 'standard']",0
727,['happy purchase good price sale exploring'],0
728,"['great ', 'price ', '', 'wasnt protecting bought days']",0
729,"['amazing ', '', '', 'daily life ', 'work glove ', 'doesnt disappoint for']",0
730,"['cant wrong ', 'amazing highly recommend running ease']",0
731,"['fantastic ', 'person ', 'underst', 'series series extremely helpful']",0
732,['real gold class tech device jewelry collection'],0
733,"['buy buy ', 'love adorable fit adjust ', 'fit wrest']",0
734,"['wife lot issue fall detection message ', 'catch loose']",0
735,"['perfect feel lightweight ', '', 'easier']",0
736,"['good strap hard works ', 'original strap but']",0
737,"['great alternative ', 'fitness calorie counting lose ', 'counting lightweight ', 'cute']",0
738,"['', 'work ', 'work medical field super easy ', 'love and']",0
739,"['', 'time ', 'decided finally']",0
740,"['worried wasnt compatible note ', '', 'fully paired fine ', 'love']",0
741,"['ionic ', 'stopped charging ', 'warranty ', 'liking']",0
742,"['long ', 'great phone purse and']",0
743,"['bought ', 'heart ', 'movement love nit']",0
744,"['', '', '', 'honestly comparable though']",0
745,"['wife couple ', 'unit easy ', 'fit ', 'wife']",0
746,"['smart ', 'diet time purchase ', 'glad ', '', 'loving']",0
747,['bought open box longer standard connection power which'],0
748,"['good fit ', '', 'time user ', 'ensure safety for']",0
749,"['pretty ', 'affordable envy super expensive ', 'cost fortune easy manage lovable pink']",0
750,"['preferential price smart ', 'good ', 'what']",0
751,"['good product ', 'health great battery life longer']",0
752,"['love product ', '', 'imagine ', 'when']",0
753,['works compliment charger series power adapter'],0
754,"['lot charge ', 'broke ', 'bought works ', 'data than']",0
755,"['bought ', 'husb', '', '', 'mention ', '', 'easier share']",0
756,"['comfortable ', 'ventilation great ', 'exercise highly recommend for']",0
757,"['sturdy charger fit perfectly great ', 'keeping ', 'phone place ', 'worth price']",0
758,"['comfortable lost ', '', 'undone easily and']",0
759,"['excellent replacement affordable ', 'high cute col', 'ordered ', 'family ', 'charge']",0
760,"['', 'wife ', 'returned ', '', 'designed work']",0
761,"['buy pick ', 'previous ', 'tearing great love']",0
762,"['test ', 'worth price exercise ', 'lighter ', '', 'battery life great']",0
763,"['great st', '', 'breathe design lot learn']",0
764,"['love ', 'charge quick easy apply detailed helpful affordable']",0
765,"['', 'wife ', 'than']",0
766,['series awesome hybrid face nice for'],0
767,"['repair tech didnt absolutely product ', 'cant wait coming']",0
768,"['wife love ', '', 'fitness for']",0
769,"['', 'purchase undoubtably smart market']",0
770,"['love battery life multiple ', 'battery life night']",0
771,"['plug accompany gift ', 'didnt included good works intended']",0
772,"['product works bit time strap havent ', '', 'works great']",0
773,"['love love love series life easier carry phone ', '', 'unable who']",0
774,"['', '', 'wore day ', 'feel model nice']",0
775,"['works charger ', 'bulky ', 'job and']",0
776,"['love inspire fitness tracker easy ', 'track ', 'heart rate stay fit']",0
777,['love dont variety free for'],0
778,"['super easy ', 'pool ', 'great ', 'summer ', 'wrist heat ', 'humidity']",0
779,"['wonderful monit', 'love ', '', 'phone works']",0
780,"['', '', 'love great product problem battery life ', '', '', 'complaint']",0
781,"['love check heart rate ', 'check heart ', 'fib awesome access check heart rhythm']",0
782,"['love ', 'moving ', 'hit gym']",0
783,"['', '', '', 'hesitant bulk small great ', 'love']",0
784,"['favorite charger car ', 'charge stunning easy ', 'word pro']",0
785,"['works ', 'stopped working great backup charger ', 'expensive branded']",0
786,"['great deal everyday personal trainer ', 'helpful love track compete']",0
787,"['oxygen meter accurate ', 'heart rate reading accurate works ', 'and']",0
788,"['', 'love favorite ', 'st', 'goal track fitness']",0
789,"['charge working great ', 'android accurate granite sweaty']",0
790,"['replace ', 'daily great replacement that']",0
791,"['switched ', 'switched ', 'love review']",0
792,"['love dont charge days days ', 'workout and']",0
793,"['decent bigger ', 'product recommend ', 'easy']",0
794,"['series good ', 'teens wanting sleek design performance great']",0
795,['worth penny lot battery long time track sleep nice'],0
796,"['', 'bit decided mid price option love ', 'highly recommend']",0
797,"['great wireless charging solution ', '', 'phone single cable ', 'transformer included high feel']",0
798,"['enjoying lot ', '', 'learn']",0
799,"['happy size ', 'favorite love col', 'and']",0
800,"['sweet spot ', '', 'love great ', 'battery day']",0
801,"['easy ', 'button ', 'emergency number recommend item']",0
802,"['waste money works ', 'charge ', 'charger port fit properly piece']",0
803,['return charge time charge phone time'],0
804,['return expect remember correctly cant people trust connection'],0
805,"['great product ', '', 'functionality though and']",0
806,['hold phone support adjustable phone small wallet great'],0
807,"['waiting purchase ', 'sale convenient battery longer']",0
808,"['fine great ', 'didnt ', 'fully good']",0
809,"['love wireless charger ', 'phone ', 'gear phone sitting properly lose wireless charge']",0
810,"['love ', 'disappointed graphics ', 'previous graphics ', 'times']",0
811,"['works pretty good problem ', 'easy access ', '', 'water']",0
812,"['', 'bigger nice battery life good ', 'day']",0
813,['love track basic health blood majority what'],0
814,"['dont pay send pretty good doct', '', 'expensive']",0
815,"['love track ', 'day ', 'heart rate pretty accurate ', 'spot']",0
816,"['', 'user ', 'unnecessarily complex and']",0
817,"['perfect gift ', 'day literally wife arrive time and']",0
818,"['smaller prefer smaller size ', 'light wrist']",0
819,"['pretty straight ', 'practically universal ', 'nicely built charging cable']",0
820,"['great piece technology model ', 'huge difference loving level for']",0
821,"['enjoying tremendously ', '', 'daily days charge great']",0
822,"['good great built red col', 'beautiful metallic ', 'red recommend']",0
823,"['learn ', 'chose ', 'life alert']",0
824,"['small sleek ', 'accurate inspire love gemma mart small sleek ', 'accurate review']",0
825,"['', 'linked fit ', 'sale price good']",0
826,"['charge working ', 'set though older set']",0
827,"['', '', '', 'size issue ', 'awesome lots ', 'tough']",0
828,"['love size great fit perfect love ', 'cant quick phone time']",0
829,"['series ', 'receive easy ', 'record exercise routine']",0
830,"['absolutely love series ', 'keeping track totally addicted ', 'wear everyday']",0
831,"['great deal ', 'selling ', 'suppose good experience buy set broken']",0
832,"['love ', 'easier handle ', 'lot opinion']",0
833,"['love purchase ', 'stay organized ', 'active highly recommend']",0
834,"['love series fitness ', 'productive']",0
835,"['br', 'series ', '', 'size worth price works flawlessly ', 'sealed box']",0
836,"['series ', '', 'battery']",0
837,"['prefer original open box ', 'knock soft ', 'comfortable']",0
838,"['big fan love option wrist nicely ', 'enjoy compass series']",0
839,"['bought ', 'son ', 'col', 'blue ', 'change col', 'graduation']",0
840,"['lot series ', 'lot']",0
841,"['wear day everyday quick charge ', 'day absolutely ', 'since']",0
842,"['love love love ionic loyal customer ', '', 'device ', 'honestly favorite']",0
843,"['', 'husb', '', 'felt making phone wrist time partial disconnect']",0
844,"['', 'birthday ', '', 'works br', 'wrong buy']",0
845,"['love ', '', '', 'battery life great highly recommend']",0
846,"['super love ', '', 'didnt upgrade but']",0
847,"['version love bigger ', 'responsive series']",0
848,"['works fantastic box easy ', '', 'reasonable price']",0
849,"['cord perfect job efficiently ', 'portable change bit longer']",0
850,"['perfect bed table ', 'easy bed huge ', '', 'phone ', 'charge ', 'sleep']",0
851,"['nice strong leather beautiful perfect ', 'highly recommend product job']",0
852,"['series great ', 'health ', 'everyday life time']",0
853,"['gear ', 'pretty great sleep ', 'layer']",0
854,"['love ', 'price cant beat husb', 'paying ', 'data plan good']",0
855,"['lie super decided ', 'working ', 'working ', 'handy']",0
856,"['great addition ride ', 'stays tight vibration ', 'wind hesitate purchase']",0
857,"['finally ', 'sense charging station ', 'charge phone ', 'time convenient location']",0
858,"['gift ', 'love awesome ', 'flex highly']",0
859,"['', 'love love love big fan thinking disappointed']",0
860,"['love small size classic squared sleep work ', '', 'heart rate pretty ', 'good']",0
861,"['blaze ', 'switched glad disappointed']",0
862,"['inspire ', 'love wear time ', 'dont worry wet highly recommend device']",0
863,['love works great air unlock cool that'],0
864,"['lot missing couple ', '', 'price match connection easy ', 'simple']",1
865,"['love ', 'discount buy ', 'easy purchase ', '', 'tech']",0
866,"['repair tech didnt absolutely product ', 'cant wait coming']",0
867,"['love ', 'break ', 'life chaotic nice reminder ', 'break']",0
868,"['purchase series ', 'battery life extra charge ', 'night']",0
869,"['', 'buy excellent talk ', 'work stopping work answer']",0
870,"['', 'wanting ', '', 'that']",0
871,"['high ', 'device control mechanism large dial']",0
872,"['replacement ', 'lost charge charge ', 'seek fitness monit', '', 'great']",0
873,"['love bought original working today love fantastic ', 'great health']",0
874,"['bought gift friend ', 'enjoying everyday highly recommend product']",0
875,"['enhance ', 'magnetic ', 'easy buy product color']",0
876,"['super convenient ', 'protecting table ', 'wall times ', 'damages glad purchase']",0
877,"['perfect ', '', '', '', 'recommend']",0
878,"['love bought ', 'series broke ', '', 'time ', 'upgrade']",0
879,"['pretty nice fitness stay ', 'for']",0
880,"['great stainless steel variance keeping ', 'spend money and']",0
881,"['clear bumper protect ', 'clear ', 'attractive col', 'visible']",0
882,"['love user friendly purchase ', 'style honest']",0
883,"['great tool ', 'link size ', 'tool ', 'time']",0
884,"['love bracelet comfortable ', 'stylish recommend ', 'style']",0
885,"['huge upgrade stylish ', 'works flawless ', 'big']",0
886,"['bought series ', 'starter comfortable easy battery life issue recommend']",0
887,"['', 'learn lesson year ', 'charge month ', 'good']",0
888,['clasp fell losing lucky location phone day long return wast money'],0
889,"['considerably ', 'charger short cable length nice ', 'charger that']",0
890,"['bought ', 'wife ', 'display beautiful ', 'works ', 'lot']",0
891,"['bought sleep ', '', '', 'day remember pretty comfortable']",0
892,"['wife ', 'son ', 'love update tricky times ', '', '', 'good']",0
893,"['works protecting bump notice ', 'chip bit ', 'save breaking']",0
894,['perfectly charge size smaller lot extra'],0
895,"['lose ', 'purchase care leaving ', 'weight gym']",0
896,"['time ', 'specially heart sens', 'lot track recommend']",0
897,"['magnetic charging cable ', 'meant ', '', 'nicely travel mount']",0
898,"['good solid ', 'bit clumsy magnet ', 'sturdy ', 'comfortable']",0
899,"['', 'friend sale ', 'great price ', 'absolutely highly']",0
900,"['bad ', 'finally caught steal love ', 'change great product']",0
901,['purchase hope open battery'],0
902,"['track health ', 'lost lot weight awesome ', 'highly recommend ', '', 'perfect']",0
903,"['highly recommend ', 'size love recommend future buy']",0
904,"['good complimentary ', 'switch for']",0
905,"['love compare ', 'works perfect great ', 'exercise']",0
906,"['', 'daughter didnt ', 'feminine happy']",0
907,"['', 'younger ', '', 'fantastic ', 'price']",0
908,"['excellent sale ', 'opportunity ', 'buy purchase']",0
909,"['love working ', 'yard work enjoyable pair listen phone']",0
910,"['love convenient ', '', 'phone ', 'trade']",0
911,"['switched series fantastic upgrade ', 'worried knocking happy']",0
912,"['great product plan open ', 'close do', 'good']",0
913,"['reason ', '', '', 'working']",0
914,"['wasnt ', '', '', 'love ', '', '', '', 'day']",0
915,"['love great phone pocket ', 'working phone']",0
916,"['love easy ', 'paying ', 'wallet ease ', 'lot accessible wrist']",0
917,"['love ', 'older ', 'working great']",0
918,"['good wise ', 'battery life longer charge night ', 'wore day']",0
919,"['display feel standard ', 'battery life unbelievable']",0
920,"['', 'keeping task fitness time pandemic']",0
921,"['light weight ', 'accurate love accountability phone ', 'free now']",0
922,"['bought spare charger ', 'battery charger works great ', 'battery']",0
923,"['series ', 'recommend']",0
924,"['great series great battery life day ', 'day buy quick fast ', 'reliable']",0
925,"['glasses great eye strain ', 'sleep tracked charge recommend']",0
926,"['favorite phone perfect ', 'work because']",0
927,"['great device everyday battery life amazing ', 'store music ', 'great']",0
928,"['functionality glad didnt pay ', 'model because']",0
929,"['smart ', '', '', '', 'series bigger ', 'rounded awesome']",0
930,"['nice lots recommend product battery life good ', 'charge remain ', 'days']",0
931,['strong nicely charge didnt and'],0
932,"['great ', 'days ', 'battery life basic comparable']",0
933,"['worn daily ionic dont ', 'lot ', '', 'device']",0
934,"['charging cable ', '', 'bought works ', 'price good buy ', 'recommend']",0
935,"['', '', '', 'long']",0
936,"['', 'view ', 'send performance price cheap for']",0
937,"['live ', 'whoop tracker love connected ', 'phone']",0
938,"['time hubby bought ', '', 'finally split']",0
939,"['great ', 'great price ', 'great highly recommend buy']",0
940,"['received day gift perfect compact device charge phone ', 'fast charging ', 'works']",0
941,"['lite great stay healthy price sleep monit', 'great']",0
942,"['gift ', 'comfortable wear happy']",0
943,"['partner wanting ', 'cant group']",0
944,['love generation faster phone great worth money'],0
945,"['health fantastic worse ', 'galaxy active enjoy']",0
946,"['wear time charge ', 'classy ', 'fun comfortable ', 'easy links fit wrist']",0
947,"['', 'simple ', 'quick long ', 'unlock good']",1
948,"['daughter excited ', '', 'reaching exercise ', 'st', 'win win for']",0
949,"['', 'bit long compatible charger works series fast']",0
950,"['great smart love ', 'ease view concern scratching cracking']",0
951,"['love disadvantage ', 'couple ', '', 'battery long before']",0
952,"['big upgrade series ', 'lot cool ', 'series didnt ', 'battery life']",0
953,"['bar ', 'fitness ', 'style leave motivate active ', 'godsend']",0
954,"['love upgrade fir birthday series ', 'figured time upgrade love']",0
955,"['', '', 'great product ', 'great afraid hurt great replacement for']",0
956,"['daughter ', '', 'love daughter ', 'happy papa smile']",0
957,"['love long charge days dislike dress ', 'nice dress']",0
958,"['', 'husb', 'wear ', 'working garden lot']",0
959,"['love charge charge suddenly stopped working ', 'matter ', 'wouldnt work glad bought charge']",0
960,"['expect smart phone level ', 'android']",0
961,"['wife ', 'surprise charging adapter works perfectly ', 'damn shame ', 'buy']",0
962,"['small size charge short time ', 'working nice easy adjustment fit easy change']",0
963,"['series series love display ', 'series']",0
964,"['original cable ', 'wouldnt charge properly st', 'thickness ring doesnt charge properly']",0
965,"['stay charge times day ', 'store defective box']",0
966,"['', '', 'doesnt fit ', 'professional']",0
967,"['', 'inspire ', 'battery ', 'week ', 'rendering pretty useless']",0
968,['ill love series ass geet'],0
969,['love complaint battery day open recommend'],0
970,['shipped paper unbelievable damage good job update works fine thankfully'],0
971,"['face real game changer ', '', 'previous version']",0
972,"['pretty good easy clean mild soap ', 'water perfectly happy purchase ', 'recommend']",0
973,"['nice design good magnet strong fall kind expensive ', 'good']",0
974,"['good protect ', 'hard ', 'easier ', 'cleaning']",0
975,['visiting figure manual reference'],0
976,"['wife ', 'travel wont long loose charger replacement affordable ', 'works']",0
977,"['nice ', 'price bought ', 'wife ', 'handed daughter works']",0
978,"['easily ', '', 'caught plastic ', 'protect nicely']",0
979,"['works fine ', 'charging disappointment purchase separately included']",0
980,"['perfect addition sense ', 'easy ', 'active ', 'ecosystem reason']",0
981,"['bought love great lighting love charge phone ', 'night st', 'nicely built']",0
982,"['series met ', 'fitness target exercise incoming phone']",0
983,"['work long ', 'phone text ', '', 'soother cool']",0
984,"['', 'version slim ', '', 'big ', 'bulky whatsoever']",0
985,"['', 'time ', 'expect great dont havent bought sooner']",0
986,"['replacement ', 'charge buy replacement order ', 'pay additional shipping']",0
