,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
499,21271,21272,review,good replacement strap for your apple watch and great color as well,5,"""good replacement strap', 'for your apple watch and great color a well""","`` good replacement strap ' , 'for your apple watch and great color a well ''",0,0,0,0,1,0,0,0,0
501,21511,21512,review,fit perfectly my apple watch series 7. definitely worth the money,5,"""fit perfectly my apple watch series 7 .', 'definitely worth the money""","`` fit perfectly my apple watch series 7 . ' , 'definitely worth the money ''",0,0,0,0,0,1,0,0,0
502,21543,21544,review,very happy with the new apple watch. upgraded from the series 3.,5,"""very happy with the new apple watch .', 'upgraded from the series 3 .""","`` very happy with the new apple watch . ' , 'upgraded from the series 3 . ''",1,0,0,0,0,0,0,0,0
506,22413,22414,review,love my apple watch and all of its functions. very easy to navigate,5,"""love my apple watch and all of it function .', 'very easy to navigate""","`` love my apple watch and all of it function . ' , 'very easy to navigate ''",0,0,0,1,0,0,0,0,0
512,22750,22751,review,was on sale with the purchase of an apple watch. nice color and quality.,5,"""was on sale with the purchase of an apple watch .', 'nice color and .""","`` wa on sale with the purchase of an apple watch . ' , 'nice color and . ''",0,0,0,0,1,0,0,0,0
518,24530,24531,review,sleek design that doesn't take away from the apple watch itself,5,"""sleek design', 'that doesn't take away from the apple watch', 'itself""","`` sleek design ' , 'that doe n't take away from the apple watch ' , 'itself ''",0,0,0,0,1,0,0,0,0
519,24564,24565,review,sleek design that doesn\u2019t take away from the apple watch itself,5,"""sleek design', 'that doesn't take away from the apple watch', 'itself""","`` sleek design ' , 'that doe n't take away from the apple watch ' , 'itself ''",0,0,0,0,1,0,0,0,0
521,24745,24746,review,really good and nice design. light perfect matches with apple watch,5,"""really good and nice design .', 'light perfect match with apple watch""","`` really good and nice design . ' , 'light perfect match with apple watch ''",0,0,0,0,1,0,0,0,0
523,25095,25096,review,loved my apple watch! perfect size for my wrist! great gift!,5,"""loved my apple watch !', 'perfect size for my wrist !', 'great gift !""","`` loved my apple watch ! ' , 'perfect size for my wrist ! ' , 'great gift ! ''",0,0,0,0,1,0,0,0,0
524,25231,25232,review,"look nice and works, similar to apple watch and i like the display",5,"""look nice and work , similar to apple watch', 'and i like the display""","`` look nice and work , similar to apple watch ' , 'and i like the display ''",0,0,0,0,1,0,0,0,0
525,25337,25338,review,the price was right and i have loved everything about my apple watch!,5,"""the price wa right and i have loved everything about my apple watch !""",`` the price wa right and i have loved everything about my apple watch ! '',0,0,0,0,0,1,0,0,0
530,26360,26361,review,came fast easy to link and a real apple watch so it's great for me,5,"""came fast easy to link and a real apple watch', 'so it's great for me""","`` came fast easy to link and a real apple watch ' , 'so it 's great for me ''",0,0,0,1,0,0,0,0,0
531,26483,26484,review,this apple watch was perfect easy to set up and the features were amazing,5,"""this apple watch wa perfect easy', 'to set up', 'and the were amazing""","`` this apple watch wa perfect easy ' , 'to set up ' , 'and the were amazing ''",0,0,0,1,0,0,0,0,0
537,27317,27318,review,this new apple watch is amazing. its stylish and feels comfortable,5,"""this new apple watch is amazing .', 'its stylish and feel comfortable""","`` this new apple watch is amazing . ' , 'its stylish and feel comfortable ''",0,0,0,0,1,0,0,0,0
538,27410,27411,review,i love my apple watch. i wear it everyday.... great price and quality.,5,"""i love my apple watch .', 'i wear it everyday ... . great price and .""","`` i love my apple watch . ' , ' i wear it everyday ... . great price and . ''",0,0,0,0,0,1,0,0,0
542,28372,28373,review,this is my third apple watch since 2015 and i'm always satisfied.,5,"""this is my third apple watch since 2015', 'and i'm always satisfied .""","`` this is my third apple watch since 2015 ' , 'and i 'm always satisfied . ''",1,0,0,0,0,0,0,0,0
543,28381,28382,review,this is my third apple watch since 2015 and i\u2019m always satisfied.,5,"""this is my third apple watch', 'since 2015 and i'm always satisfied .""","`` this is my third apple watch ' , 'since 2015 and i 'm always satisfied . ''",1,0,0,0,0,0,0,0,0
544,28476,28477,review,love apple. watch is great and never fails. good price too,5,"""love apple .', 'watch is great', 'and never fails .', 'good price too""","`` love apple . ' , 'watch is great ' , 'and never fails . ' , 'good price too ''",0,0,0,0,0,1,0,0,0
546,28958,28959,review,great price for this apple watch series 3 my granddaughter loved it.,5,"""great price for this apple watch series 3 my granddaughter loved it .""",`` great price for this apple watch series 3 my granddaughter loved it . '',0,0,0,0,0,1,0,0,0
548,29439,29440,review,looks good and works great. works better the my last apple watch.,5,"""looks good and work great .', 'works better the my last apple watch .""","`` look good and work great . ' , 'works better the my last apple watch . ''",0,0,0,0,1,0,0,0,0
550,29753,29754,review,great apple watch for the price! and they price matched walmart!,5,"""great apple watch for the price !', 'and they price matched walmart !""","`` great apple watch for the price ! ' , 'and they price matched walmart ! ''",0,0,0,0,0,1,0,0,0
551,30012,30013,review,i love my new apple watch. it helps me with my everyday activities.,5,"""i love my new apple watch .', 'it help me with my everyday activity .""","`` i love my new apple watch . ' , 'it help me with my everyday activity . ''",0,0,0,0,0,0,1,0,0
553,30099,30100,review,i love my new apple watch! it is so comfortable and easy to use.,5,"""i love my new apple watch !', 'it is so comfortable and easy to use .""","`` i love my new apple watch ! ' , 'it is so comfortable and easy to use . ''",0,0,0,1,0,0,0,0,0
554,30106,30107,review,great upgrade from last fitbit charge. love the colored display!,5,"""great upgrade from last fitbit charge .', 'love the colored display !""","`` great upgrade from last fitbit charge . ' , 'love the colored display ! ''",0,0,0,0,0,0,0,1,0
557,30620,30621,review,bought this for my apple watch love the way it looks easy to put on,5,"""bought this for my apple watch love the way', 'it look easy to put on""","`` bought this for my apple watch love the way ' , 'it look easy to put on ''",0,0,0,1,1,0,0,0,0
560,31034,31035,review,great product! love the elegant look it gives the apple watch.,5,"""great product !', 'love the elegant look', 'it give the apple watch .""","`` great product ! ' , 'love the elegant look ' , 'it give the apple watch . ''",0,0,0,0,1,0,0,0,0
561,31508,31509,review,best watch no problem it's nice n cool love it nice apple watch,5,"""best watch no problem', 'it's nice n cool love', 'it nice apple watch""","`` best watch no problem ' , 'it 's nice n cool love ' , 'it nice apple watch ''",0,0,0,0,1,0,0,0,0
572,33835,33836,review,open box was in perfect condition. good price for an apple watch.,5,"""open box wa in perfect condition .', 'good price for an apple watch .""","`` open box wa in perfect condition . ' , 'good price for an apple watch . ''",0,0,0,0,0,1,0,0,0
578,34463,34464,review,this apple watch is super cool like the cooler and the price was right,5,"""this apple watch is super cool like the cooler and the price wa right""",`` this apple watch is super cool like the cooler and the price wa right '',0,0,0,0,1,1,0,0,0
579,34536,34537,review,"apple watch. i like the color of the watch, and it works great",5,"""apple watch .', 'i like the color of the watch ,', 'and it work great""","`` apple watch . ' , ' i like the color of the watch , ' , 'and it work great ''",0,0,0,0,1,0,0,0,0
580,34587,34588,review,good apple watch for the price when its in sale value for the money,5,"""good apple watch for the price', 'when it in sale value for the money""","`` good apple watch for the price ' , 'when it in sale value for the money ''",0,0,0,0,0,1,0,0,0
589,35714,35715,review,the fitbit charge 4 has helped us stay active and track our health!,5,"""the fitbit charge 4 ha helped u stay active', 'and track our health !""","`` the fitbit charge 4 ha helped u stay active ' , 'and track our health ! ''",0,0,0,0,0,0,0,1,0
607,6223,6224,review,very good fit for my wife's apple watch. good color and texture.,4,"""very good fit for my wife 's apple watch ."", 'good color and texture .""","`` very good fit for my wife 's apple watch . `` , 'good color and texture . ''",0,0,0,0,1,0,0,0,0
609,6692,6693,review,i like the different colors you get to choose for your apple watch!,4,"""i like the different color', 'you get to choose for your apple watch !""","`` i like the different color ' , 'you get to choose for your apple watch ! ''",0,0,0,0,1,0,0,0,0
616,8567,8568,review,apple watch is easy to use. best buy associates were very helpful.,4,"""apple watch is easy to use .', 'best buy associate were very helpful .""","`` apple watch is easy to use . ' , 'best buy associate were very helpful . ''",0,0,0,1,0,0,0,0,0
618,9027,9028,review,i love my apple watch series 6. worth the money. very useful.,5,"""i love my apple watch series 6 .', 'worth the money .', 'very useful .""","`` i love my apple watch series 6 . ' , 'worth the money . ' , 'very useful . ''",0,0,0,0,0,1,0,0,0
627,10737,10738,review,"the best apple watch, easy to use, give notifications right away!",5,"""the best apple watch , easy to use ,', 'give notification right away !""","`` the best apple watch , easy to use , ' , 'give notification right away ! ''",0,0,0,1,0,0,0,0,0
628,10864,10865,review,great item to use for your apple watch with comfort and stylish wear.,5,"""great item to use for your apple watch with comfort and stylish wear .""",`` great item to use for your apple watch with comfort and stylish wear . '',0,0,0,0,1,0,0,0,0
632,11466,11467,review,love my apple watch! it really helps me a lot with my health goals.,5,"""love my apple watch !', 'it really help me a lot with my health goal .""","`` love my apple watch ! ' , 'it really help me a lot with my health goal . ''",0,0,0,0,0,0,1,0,0
635,11819,11820,review,best apple watch ever! it's so easy to use. very pretty also.,5,"""best apple watch ever !', 'it's so easy to use .', 'very pretty also .""","`` best apple watch ever ! ' , 'it 's so easy to use . ' , 'very pretty also . ''",0,0,0,1,0,0,0,0,0
636,11862,11863,review,second apple watch. great product performance and looks great too.,5,"""second apple watch .', 'great product performance and look great too .""","`` second apple watch . ' , 'great product performance and look great too . ''",0,0,0,0,1,0,0,0,0
644,9340,9341,review,i love it. it gave my apple watch a little class and very easy to put on each morning.,5,"""i love it .', 'it gave my apple watch a little class and very easy to put on each morning .""","`` i love it . ' , 'it gave my apple watch a little class and very easy to put on each morning . ''",0,0,0,1,0,0,0,0,0
645,9390,9391,review,protecting my apple watch it is great for your expense watch. best value for your watch,5,"""protecting my apple watch it is great for your expense watch .', 'best value for your watch""","`` protecting my apple watch it is great for your expense watch . ' , 'best value for your watch ''",0,0,0,0,0,1,0,0,0
649,11027,11028,review,easy to to see the numbers that part i do like and i can charge my apple watch with it,5,"""easy to to see the number', 'that part i do like', 'and i can charge my apple watch with it""","`` easy to to see the number ' , 'that part i do like ' , 'and i can charge my apple watch with it ''",0,0,0,1,0,0,0,0,0
657,12609,12610,review,i love my apple watch i can not go anywhere without it. so helpful with daily tasks.,5,"""i love my apple watch i can not go anywhere', 'without it .', 'so helpful with daily task .""","`` i love my apple watch i can not go anywhere ' , 'without it . ' , 'so helpful with daily task . ''",0,0,0,0,0,0,1,0,0
663,13204,13205,review,"needed to upgrade my current bumper on my apple watch, great for the money i spent.",5,"""needed to upgrade my current bumper on my apple watch ,', 'great for the money', 'i spent .""","`` needed to upgrade my current bumper on my apple watch , ' , 'great for the money ' , ' i spent . ''",0,0,0,0,0,1,0,0,0
669,14002,14003,review,great replacement for my original samsung gear watch. easy set up and lots of functions.,5,"""great replacement for my original samsung gear watch .', 'easy set up and lot of function .""","`` great replacement for my original samsung gear watch . ' , 'easy set up and lot of function . ''",0,0,0,1,0,0,0,0,0
673,14332,14333,review,the apple watch 3 is still a good buy in 2020. then apple watch 3 is an amazing value.,5,"""the apple watch 3 is still a good buy in 2020 .', 'then apple watch 3 is an amazing value .""","`` the apple watch 3 is still a good buy in 2020 . ' , 'then apple watch 3 is an amazing value . ''",0,0,0,0,0,1,0,0,0
680,14928,14929,review,love it easy to put on the watch. i would recommend to anyone that has an apple watch,5,"""love it easy to put on the watch .', 'i would recommend to anyone', 'that ha an apple watch""","`` love it easy to put on the watch . ' , ' i would recommend to anyone ' , 'that ha an apple watch ''",0,0,0,1,0,0,0,0,0
683,15170,15171,review,"the apple watch is great. light, cool design, and really makes things easy on the go",5,"""the apple watch is great .', 'light , cool design ,', 'and really make thing easy on the go""","`` the apple watch is great . ' , 'light , cool design , ' , 'and really make thing easy on the go ''",0,0,0,1,1,0,0,0,0
691,16340,16341,review,i love the apple watch. definitely worth the invest for me. easy to track workouts.,5,"""i love the apple watch .', 'definitely worth the invest for me .', 'easy to track workout .""","`` i love the apple watch . ' , 'definitely worth the invest for me . ' , 'easy to track workout . ''",0,0,0,1,0,0,0,0,0
692,16790,16791,review,"since apple watch, i don\u2019t use any other watch. it\u2019s helpful at work and social life.",5,"""since apple watch , i don't use any other watch .', 'it's helpful at work and social life .""","`` since apple watch , i do n't use any other watch . ' , 'it 's helpful at work and social life . ''",0,0,0,0,0,0,1,0,0
693,17325,17326,review,i love my apple watch! it is compatible with all my apple devices and it\u2019s easy to use.,5,"""i love my apple watch !', 'it is compatible with all my apple device and it's easy to use .""","`` i love my apple watch ! ' , 'it is compatible with all my apple device and it 's easy to use . ''",0,0,0,1,0,0,0,0,0
694,17795,17796,review,one of the best apple watch ever purchased. happy with the deal i got from best buy :),5,"""one of the best apple watch ever purchased .', 'happy with the deal i got from best buy : )""","`` one of the best apple watch ever purchased . ' , 'happy with the deal i got from best buy : ) ''",1,0,0,0,0,0,0,0,0
704,18929,18930,review,good battery life and quality. way after than my apple watch 2. would recommend to anyone.,5,"""good battery life and .', 'way after than my apple watch 2 .', 'would recommend to anyone .""","`` good battery life and . ' , 'way after than my apple watch 2 . ' , 'would recommend to anyone . ''",0,0,0,0,0,0,0,1,0
711,19753,19754,review,this is a nice leather strap for the apple watch. it looks amazing. i recommend it.,5,"""this is a nice leather strap for the apple watch .', 'it look amazing .', 'i recommend it .""","`` this is a nice leather strap for the apple watch . ' , 'it look amazing . ' , ' i recommend it . ''",0,0,0,0,1,0,0,0,0
719,21417,21418,review,everything you want your apple watch to be. happy to get 6 months of apple fitness+ free,5,"""everything you want your apple watch to be .', 'happy to get 6 month of apple fitness+ free""","`` everything you want your apple watch to be . ' , 'happy to get 6 month of apple fitness+ free ''",1,0,0,0,0,0,0,0,0
720,22194,22195,review,good apple watch. useful and small for easy use. comes in multiple colors and sizes.,5,"""good apple watch .', 'useful and small for easy use .', 'comes in multiple color and size .""","`` good apple watch . ' , 'useful and small for easy use . ' , 'comes in multiple color and size . ''",0,0,0,1,1,0,0,0,0
727,26509,26510,review,i finally broke down & purchased my first apple watch. i\u2019m extremely happy with it.,5,"""i finally broke down &', 'purchased my first apple watch .', 'i'm extremely happy with it .""","`` i finally broke down & ' , 'purchased my first apple watch . ' , ' i 'm extremely happy with it . ''",1,0,0,0,0,0,0,0,0
731,27663,27664,review,"you can dress up, or down your apple watch. i love it sleek design and heavy duty.",5,"""you can dress up ,', 'or down your apple watch .', 'i love it sleek design and heavy duty .""","`` you can dress up , ' , 'or down your apple watch . ' , ' i love it sleek design and heavy duty . ''",0,0,0,0,1,0,0,0,0
737,29692,29693,review,apple watch is one of the best apple products i have had. battery life is excellent!,5,"""apple watch is one of the best apple product', 'i have had .', 'battery life is excellent !""","`` apple watch is one of the best apple product ' , ' i have had . ' , 'battery life is excellent ! ''",0,0,0,0,0,0,0,1,0
739,29775,29776,review,had fitbit charge 3 previously....love this charge 4 even more! extra features are great.,5,"""had fitbit charge 3 previously ... .', 'love this charge 4 even more !', 'extra are great .""","`` had fitbit charge 3 previously ... . ' , 'love this charge 4 even more ! ' , 'extra are great . ''",0,0,0,0,0,0,0,1,0
742,30282,30283,review,"great price. sleek and powerful, not my first apple watch, probably not my last one.",5,"""great price .', 'sleek and powerful , not my first apple watch , probably not my last one .""","`` great price . ' , 'sleek and powerful , not my first apple watch , probably not my last one . ''",0,0,0,0,0,1,0,0,0
746,30799,30800,review,i enjoy the apple watch. it is dependable but the battery life does not last that long.,5,"""i enjoy the apple watch .', 'it is dependable but the battery life doe not last that long .""","`` i enjoy the apple watch . ' , 'it is dependable but the battery life doe not last that long . ''",1,0,0,0,0,0,0,0,0
749,31376,31377,review,i love my apple watch. the battery life is still holding up strong after months of use.,5,"""i love my apple watch .', 'the battery life is still holding up strong after month of use .""","`` i love my apple watch . ' , 'the battery life is still holding up strong after month of use . ''",0,0,0,0,0,0,0,1,0
